company_name,funding_amount,industry,location,funding_rounds,founding_year,data_source,is_early_stage,is_startup,funding_category,Website,Country,funding_stage,Last Funding Date,announced_date,Investors,Description,Address,Lat,Long,Company Size,Tech stack,Marketing Stack,Design Stack,Product Stack
Carrot Fertility,,"Healthcare,Employee Benefits,Reproductive Health",San Francisco,,2016.0,GitHub Repository,,True,,https://www.get-carrot.com/,,,,,,"Carrot is a simple way to design the right fertility plan for your company while expanding coverage to all employees regardless of age, sexual orientation, gender identity or marital status.","164 Townsend St, San Francisco, CA 94107",37.7798156,-122.3922586,13-60,,,,
CashBet,,Gaming,East Bay,,2012.0,GitHub Repository,,True,,cashbet.com,,,,,,CashBet empowers operators with everything needed to run a legal and profitable iGaming business. ,"1999 Harrison St #740, Oakland, CA 94612",37.8078456,-122.2650786,13-60,,,,
Castle,,"B2B Software and Services,Security",San Francisco,,2014.0,GitHub Repository,,True,,https://castle.io/,,,,,,A fully automated approach to account security that lets your good users shape the risk models.,"60 Rausch St #205, San Francisco, CA 94103",37.7761423,-122.4096951,13-60,,,,
CBS Interactive,,Consumer Media,San Francisco,,1992.0,GitHub Repository,,True,,https://www.cbsinteractive.com/,,,,,,Truly premium content at scale,"235 2nd St, San Francisco, CA 94105",37.7865115,-122.3970376,1000-5000,,,,
Ceres Imaging,,,East Bay,,2013.0,GitHub Repository,,True,,ceresimaging.net,,,,,,"At Ceres Imaging we capture, process, and deliver high-resolution spectral imagery as a service for agriculture.","428 13th St Suite #200, Oakland, CA 94612",37.8036161,-122.2710798,61-150,,,,
Chartboost,,"Advertising,Mobile,Gaming",San Francisco,,2011.0,GitHub Repository,,True,,https://www.chartboost.com/,,,,,,The Leading Mobile Gaming Audience Platform,"85 2nd St, San Francisco, CA 94105",37.78844,-122.3998545,61-150,,,,
Chartio,,"B2B Software and Services,Analytics",San Francisco,,2010.0,GitHub Repository,,True,,https://chartio.com/,,,,,,"Cloud-based data exploration, beautiful charts and interactive dashboards for business and data teams like yours.","222 Kearny St #525, San Francisco, CA 94108",37.7902093,-122.4034991,13-60,,,,
Checkr,,"B2B Software and Services,AI",San Francisco,,2014.0,GitHub Repository,,True,,https://checkr.com/,,,,,Y Combinator,"Checkr’s mission is to build a fairer future by improving understanding of the past. Our platform makes it easy for thousands of customers to hire millions of people every year. Using Checkr’s advanced background check technology, companies of all sizes can better understand the dynamics of the changing workforce, bring transparency and fairness to their hiring, and ultimately build a better future for workers.","2505 Mariposa St, San Francisco, CA 94110",37.7629051,-122.4087252,151-250,,,,
Chewse,,Consumer Goods and Services,San Francisco,,2011.0,GitHub Repository,,True,,https://www.chewse.com/,,,,,,"We believe teams that eat together, thrive together. Our high quality, family-style meals are designed to foster a sense of community and authentic connection.","1252 Howard St, San Francisco, CA 94103",37.7757238,-122.4127071,61-150,,,,
Chime,,"Financial Technology and Services,Mobile",San Francisco,,2013.0,GitHub Repository,,True,,https://www.chimebank.com/,,,,,,"Chime, the fastest growing challenger bank in the U.S. is a technology company focused relentlessly on helping our members achieve financial peace of mind. ","San Francisco, CA",37.7749295,-122.4194155,61-150,,,,
Circle Medical,,Healthcare,San Francisco,,2015.0,GitHub Repository,,True,,https://www.circlemedical.com/,,,,,Y Combinator,"For wellness exams, illness, injury, chronic conditions, mental health, prescriptions, and more.","431 Jessie Street, San Francisco, CA 94103",37.7821409,-122.4080979,13-60,,,,
CircleCI,,"B2B Software and Services,Developer Tool",San Francisco,,2011.0,GitHub Repository,,True,,https://circleci.com/,,,,,500 Startups,"CircleCI allows teams to rapidly release code they trust by automating the build, test, and delivery process.","201 Spear St #1200, San Francisco, CA 94105",37.7912629,-122.3920152,151-250,,Marketo,,
Civil Maps,,,San Francisco,,2015.0,GitHub Repository,,True,,civilmaps.com,,,,,,"At Civil Maps, we believe that efficient, safe mobility can revolutionize the way we live and interact with the world around us. To reach this future, we provide autonomous vehicles with cognition, enabling them to crowdsource 3D maps and make better decisions for safe driving.","2720 Taylor St #320, San Francisco, CA 94133",37.8076776,-122.4153136,13-60,,,,
ClassPass,,"Consumer Goods and Services,Fitness,Marketplace",San Francisco,,2013.0,GitHub Repository,,True,,https://classpass.com/,,,,,SV Angel,"ClassPass is an all-access membership to a global network of 10,000 fitness studios. Try strength training, cycling and more.","33 New Montgomery St, San Francisco, CA 94105",37.7885853,-122.4012726,251-499,,,,
Clearbit,,"B2B Software and Services,Marketing",San Francisco,,2014.0,GitHub Repository,,True,,https://clearbit.com,,,,,"SV Angel,First Round Capital","Enrich sign-ups, identify prospects and gain customer insights — all with data from Clearbit.","601 4th Street Suite #310, San Francisco, CA 94107",37.7780346,-122.3961662,61-150,,Marketo,,
ClearBrain,,"AI,Marketing",San Francisco,,2016.0,GitHub Repository,,True,,https://clearbrain.com/,,,,,,"Growth marketing, powered by AI. Retarget the right users at the right time. Increase lift through predictive ads, lookalikes, and emails.","San Francisco, CA",37.7749295,-122.4194155,1-12,,,,
ClearMetal,,"B2B Software and Services,Logistics,AI,Shipping",San Francisco,,2014.0,GitHub Repository,,True,,http://www.clearmetal.com/,,,,,,End-to-end visibility with order level detail across every shipment,"225 Bush St, San Francisco, CA 94104",37.7908821,-122.401552,13-60,,,,
Clever,,Education,San Francisco,,2012.0,GitHub Repository,,True,,https://clever.com/,,,,,Y Combinator,Clever makes it easy to use technology in the classroom,"1263 Mission St, San Francisco, CA 94103",37.776408,-122.413882,61-150,,Marketo,,
ClickUp,,"B2B Software and Services,Productivity",San Francisco,,2016.0,GitHub Repository,,True,,https://clickup.com/,,,,,,"Created out of frustration with project management software, ClickUp is a beautifully intuitive way to get more done.","580 Howard St Unit 101, San Francisco, CA 94105",37.7872576,-122.3980628,13-60,,,,
Climate Corporation,,Agriculture,San Francisco,,2006.0,GitHub Repository,,True,,https://climate.com/,,,,,,Digital agriculture's leading farm software platform,"201 3rd St #1100, San Francisco, CA 94103",37.7850675,-122.3998681,500-999,,,,
Cloud4Wi,,"B2B Software and Services,Enterprise,Networking",San Francisco,,2002.0,GitHub Repository,,True,,https://cloud4wi.com/,,,,,,Cloud4Wi offers the enterprise-grade product suite to better understand and engage visitors.,"363 Clementina St, San Francisco, CA 94103",37.7812785,-122.4029443,61-150,,,,
CloudFabrix,,Developer Tool,East Bay,,2015.0,GitHub Repository,,True,,cloudfabrix.com,,,,,,"Outcomes Driven AIOps Platform | Transform IT for responsive and business-aligned IT that is agile, efficient and analytics-driven.","7901 Stoneridge Dr #300, Pleasanton, CA 94588",37.6902227,-121.9303338,13-60,,,,
Cloudflare,,"B2B Software and Services,Enterprise,Networking",San Francisco,,2009.0,GitHub Repository,,True,,https://www.cloudflare.com/,,,,,,Cloudflare makes your applications faster & safer.,"101 Townsend St, San Francisco, CA 94107",37.7802226,-122.3905874,500-999,React.js,Marketo,,
Clover Health,,Healthcare,San Francisco,,2013.0,GitHub Repository,,True,,https://www.cloverhealth.com/,,,,,,We're the Medicare plan that believes great care starts with treating people with respect.,"22 4th St 6th floor, San Francisco, CA 94103",37.7848142,-122.4056141,500-999,,,,
Coda,,Productivity Tools,San Francisco,,2017.0,GitHub Repository,,True,,https://coda.io/,,,,,,"For years, your team has been split  across spreadsheets, docs, and apps.
It’s time to bring us back together.","185 Berry St Suite 6600, San Francisco, CA 94107",37.7765973,-122.3919488,61-150,React.js,,,
Code Nation,,"Education,Non-Profit",San Francisco,,2012.0,GitHub Repository,,True,,https://codenation.org/,,,,,,"Code Nation equips students in under-resourced high schools with the skills, experiences, and connections that together create access to careers in technology.","995 Market St, San Francisco, CA 94103",37.7820518,-122.4096941,61-150,,,,
Coffee Meets Bagel,,"Consumer Goods and Services,Romance",San Francisco,,2011.0,GitHub Repository,,True,,https://coffeemeetsbagel.com/,,,,,,Meet your everything bagel today,"111 Ellis St, San Francisco, CA 94105",37.7853325,-122.4081468,,,,,
Coinbase,,Financial Technology and Services,San Francisco,,2012.0,GitHub Repository,,True,,https://www.coinbase.com,,,,,Y Combinator,"Coinbase is the easiest and most trusted place to buy, sell, and manage your digital currency.","548 Market St #23008, San Francisco, CA 94104",37.7900286,-122.4008398,,,,,
CoInspect,,Food,San Francisco,,2014.0,GitHub Repository,,True,,https://coinspectapp.com/,,,,,,"CoInspect App is an all-in-one solution that offers food safety compliance, brand standard audits, supply chain audits easily. Request a FREE Demo.","1516 Folsom St unit c, San Francisco, CA 94103",37.7718566,-122.4145835,,,Marketo,,
Coit Group,,Recruiting Agency,San Francisco,,2000.0,GitHub Repository,,True,,https://www.coitgroup.com/,,,,,,"Recruitment Process Outsourcing Company. Recruitment Services to Build Executive, Sales and Technical Teams for Fast Growth Companies.","500 Sansome St # 510, San Francisco, CA 94111",37.7952104,-122.4011537,13-60,,,,
Collective Health,,Healthcare,San Francisco,,2013.0,GitHub Repository,,True,,https://collectivehealth.com/,,,,,,Optimize the health of your company with our Workforce Health Management System.,"85 Bluxome St, San Francisco, CA 94107",37.776105,-122.397302,,,,,
Comfy,,,East Bay,,2012.0,GitHub Repository,,True,,comfyapp.com/,,,,,,"Comfy connects people, places, and systems to drive employee satisfaction, optimize space utilization, and increase building efficiency.","1504 Franklin St Suite 200, Oakland, CA 94612",37.8048379,-122.268901,,,,,
comma.ai,,"Industrial,Transportation",San Francisco,,2015.0,GitHub Repository,,True,,https://comma.ai/,,,,,,Ghostriding for the masses. Experience the future of driving. Retrofit your car with a copilot today.,"579 Kansas St, San Francisco, CA 94107",37.762642,-122.402942,,,,,
Compology,,"Waste Management,GovTech",San Francisco,,2012.0,GitHub Repository,,True,,https://compology.com/,,,,,,"the only camera-based dumpster monitoring solution built for waste, recycling and compost","1045 Bryant St Suite 101, San Francisco, CA 94103",37.7717685,-122.4073313,,,,,
Copper,,"B2B Software and Services,CRM",San Francisco,,2011.0,GitHub Repository,,True,,https://www.copper.com/,,,,,,"ProsperWorks is now Copper. Copper is a new kind of productivity crm that's designed to do all your busywork, so you can focus on building long-lasting business relationships.","301 Howard St #600, San Francisco, CA 94105",37.7895269,-122.3942764,,,Marketo,,
CoreOS,,"B2B Software and Services,Developer Tool",San Francisco,,2013.0,GitHub Repository,,True,,https://coreos.com/,,,,,Y Combinator,"Open source, containers, and Kubernetes (acquired by RedHat)","101 New Montgomery St, San Francisco, CA 94105",37.7874123,-122.4002237,,,,,
Creative Market,,"B2B Software and Services,Design",San Francisco,,2011.0,GitHub Repository,,True,,https://creativemarket.com/,,,,,,"Graphics, fonts, themes, photos and more, starting at $2!","Pier 9 The Embarcadero, San Francisco, CA 94111",37.8005386,-122.3969659,,,,,
Credit Karma,,"Financial Technology and Services,Consumer Goods and Services,Loans,Consumer Loans",San Francisco,,2007.0,GitHub Repository,,True,,https://www.creditkarma.com/,,,,,500 Startups,Credit Karma is an American multinational personal finance company,"760 Market St, San Francisco, CA 94102",37.78656,-122.405275,,,,,
Cricket Health,,Healthcare,San Francisco,,2014.0,GitHub Repository,,True,,https://crickethealth.com/,,,,,,"We empower kidney patients to take charge of their health, helping them achieve better outcomes while reducing costs for the system","540 Howard St 2nd Floor, San Francisco, CA 94105",37.787956,-122.3972472,,,,,
Crowdcast,,"B2B Software and Services,Marketing",San Francisco,,2015.0,GitHub Repository,,True,,https://www.crowdcast.io,,,,,,"Grow your audience with live video Q&As, interviews, summits, webinars and more.","221 Kearny St # 3, San Francisco, CA 94108",37.790169,-122.4041712,,,,,
Cruise Automation,,"Consumer Goods and Services,Transportation",San Francisco,,2013.0,GitHub Repository,,True,,https://www.getcruise.com/,,,,,Y Combinator,Cruise Automation is a self-driving car company that develops an autopilot system for existing cars.,"1201 Bryant St, San Francisco, CA 94103",37.770038,-122.409703,,,,,
Crunchbase,,,San Francisco,,2007.0,GitHub Repository,,True,,https://www.crunchbase.com,,,,,,Democratizing the way innovators find opportunity.,"564 Market St #700, San Francisco, CA 94104",37.7896855,-122.4011369,61-150,,,,
Crunchyroll,,"Consumer Media,Gaming",San Francisco,,2008.0,GitHub Repository,,True,,http://www.crunchyroll.com/,,,,,,"Watch the best anime online and legally stream simulcasts including Dragon Ball Super, Attack on Titan, Naruto Shippuden","835 Market St, San Francisco, CA 94103",37.7835346,-122.4068553,,,,,
Culture Amp,,"B2B Software and Services,Employee Engagement",San Francisco,,2011.0,GitHub Repository,,True,,https://www.cultureamp.com/,,,,,,"Culture Amp is an employee feedback platform that employers use to collect, understand and act on employee feedback.","660 Market St #500, San Francisco, CA 94104",37.7883067,-122.402957,,,,,
CyberCube,,"Insurance,Security,Analytics",San Francisco,,2015.0,GitHub Repository,,True,,https://www.cybcube.com/,,,,,,CyberCube delivers data-driven cyber analytics built specifically for the insurance industry.,"58 2nd St 3rd floor, San Francisco, CA 94105",37.7884649,-122.4006657,13-60,,,,
Daily Kos,,Politics,East Bay,,2002.0,GitHub Repository,,True,,dailykos.com,,,,,,Daily Kos is a group blog and internet forum focused on the Democratic Party and liberal American politics.,"Oakland, CA",37.8043637,-122.2711137,61-150,"React.js,Ruby On Rails",,,
Datadog,,"Developer Tool,Analytics",San Francisco,,2010.0,GitHub Repository,,True,,https://www.datadoghq.com/,,,,,,"See inside any stack, any app, at any scale, anywhere.","650 California St, San Francisco, CA 94108",37.7929358,-122.4053783,,React.js,,,
DataFox,,"B2B Software and Services,AI",San Francisco,,2013.0,GitHub Repository,,True,,https://www.datafox.com/,,,,,,Account data powered by AI. Account scoring designed by you.,"835 Howard St, San Francisco, CA 94103",37.7824931,-122.4033642,,,,,
Dealpath,,"B2B Software and Services,Real Estate",San Francisco,,2014.0,GitHub Repository,,True,,https://www.dealpath.com/,,,,,,Dealpath is the real estate industry's leading cloud-based deal management platform.,"300 California St Suite 200, San Francisco, CA 94104",37.7934926,-122.4004457,,,,,
Deepnote,,"B2B Software and Services,Publishing,Developer Tool",San Francisco,,2018.0,GitHub Repository,,True,,https://www.deepnote.org/,,,,,,Deepnote is the easiest way to publish Jupyter notebooks,"San Francisco, CA",37.7749295,-122.4194155,,,,,
Demandbase,,"B2B Software and Services,Marketing",San Francisco,,2006.0,GitHub Repository,,True,,https://www.demandbase.com/,,,,,,"Demandbase, a targeting and personalization marketing platform for B2B marketers, provides targeted advertising and sales IQ solutions.","680 Folsom St #400, San Francisco, CA 94107",37.7845584,-122.3985641,,,,,
Design Action Collective,,"Development Agency,Non-Profit",East Bay,,2002.0,GitHub Repository,,True,,https://designaction.org/,,,,,,"GRAPHIC DESIGN + VISUAL COMMUNICATIONS FOR PROGRESSIVE, NON-PROFIT, & SOCIAL CHANGE ORGANIZATIONS.","1730 Franklin St, Oakland, CA 94612",37.8065586,-122.2678257,,,,,
DesignMap,,"Development Agency,Design",San Francisco,,2006.0,GitHub Repository,,True,,https://www.designmap.com/,,,,,,User experience design to improve the workplace. We bring years of experience from our work with industry leaders to deliver smart solutions that make enterprise software great.,"700 Alabama St, San Francisco, CA 94110",37.76028,-122.411927,,,,,
Dialpad,,"AI,Communication",San Francisco,,2014.0,GitHub Repository,,True,,dialpad.com,,,,,,Get business VoIP with Dialpad and connect your team with a cloud phone system that makes business communications easier and more efficient.,"100 California St #500, San Francisco, CA 94111",37.7940042,-122.3980029,251-499,,Marketo,,
Digitalist Global,,Marketing Agency,San Francisco,,1994.0,GitHub Repository,,True,,https://digitalist.global/,,,,,,See pieces of our work which we co-create with our clients and partners,"128 Spear St, San Francisco, CA 94105",37.7919084,-122.3938519,,,,,
Discord,,Communication,San Francisco,,2015.0,GitHub Repository,,True,,https://discordapp.com,,,,,,"Step up your game with a modern voice & text chat app. Crystal clear voice, multiple server and channel support, mobile apps, and more.","445 De Haro St, San Francisco, CA 94107",37.7639731,-122.4012766,,React.js,,,
Disqus,,"B2B Software and Services,Marketing",San Francisco,,2007.0,GitHub Repository,,True,,https://disqus.com/,,,,,,Disqus helps publishers increase engagement and build loyal audiences,"301 Howard St, San Francisco, CA 94105",37.7895269,-122.3942764,,React.js,,,
Divvy Homes,,"Financial Technology and Services,Real Estate",San Francisco,,2017.0,GitHub Repository,,True,,https://www.divvyhomes.com/,,,,,,Tired of renting? Divvy is on your side. Every Divvy payment contributes to your home savings.,"633 Folsom St Floor #5, San Francisco, CA 94107",37.7845469,-122.3972152,,,,,
DIY,,Education,San Francisco,,2011.0,GitHub Repository,,True,,https://diy.org/,,,,,,"DIY is a safe online community for kids to discover new passions, level up their skills, and meet fearless geeks just like them.","3360 20th St, San Francisco, CA 94110",37.7590301,-122.4162206,,,,,
Docker,,B2B Software and Services,San Francisco,,2010.0,GitHub Repository,,True,,https://www.docker.com/,,,,,Y Combinator,Docker is the company driving the container movement and the only container platform provider to address every application across the hybrid cloud.,"144 Townsend St, San Francisco, CA 94107",37.7801509,-122.391987,,React.js,,,
Docusign,,"B2B Software and Services,Legal",San Francisco,,2003.0,GitHub Repository,,True,,https://www.docusign.com/,,,,,,No obligations! See for yourself why people prefer going paperless with DocuSign.,"221 Main St #1000, San Francisco, CA 94105",37.7903443,-122.392177,,React.js,,,
DoorDash,,"Consumer Goods and Services,Food Delivery",San Francisco,,2013.0,GitHub Repository,,True,,https://www.doordash.com/,,,,,Y Combinator,Delivering good flavors and vibes,"116 New Montgomery St, San Francisco, CA 94105",37.787243,-122.40054,,,,,
DroneDeploy,,"Consumer Goods and Services,Drones",San Francisco,,2013.0,GitHub Repository,,True,,https://www.dronedeploy.com/,,,,,,"The Leading Drone Software Platform with Unlimited Flying, Mapping, and Sharing.","1045 Bryant St, San Francisco, CA 94103",37.7717934,-122.4074,,,,,
Dropbox,,B2B Software and Services,San Francisco,,2007.0,GitHub Repository,,True,,https://www.dropbox.com,,,,,Y Combinator,Dropbox is a modern workspace designed to reduce busywork—so you can focus on the things that matter.,"333 Brannan St, San Francisco, CA 94107",37.780811,-122.3924944,,React.js,,,
Duncan Channon,,Marketing Agency,San Francisco,,1990.0,GitHub Repository,,True,,http://www.duncanchannon.com/,,,,,,"A two-time Ad Age Small Agency of the Year, Duncan Channon works with ambitious organizations wanting more and better for their brand and business.","114 Sansome St, San Francisco, CA 94104",37.7914805,-122.400593,,,,,
Earnest,,Financial Technology and Services,San Francisco,,2013.0,GitHub Repository,,True,,https://www.earnest.com/,,,,,,We’re using unrivaled service and technology to bring low-interest loans to high-potential people. Like you.,"1455 Market Street 18th Floor, San Francisco, CA 94103",37.7752278,-122.4175626,,React.js,,,
EasyPost,,"B2B Software and Services,eCommerce,Shipping,Logistics",San Francisco,,2012.0,GitHub Repository,,True,,https://www.easypost.com,,,,,Y Combinator,"EasyPost is the missing API that makes it quick and painless to integrate shipping into your application.  Some of the biggest names in retail rely on EasyPost to ship faster, smarter and cheaper. We manage the headaches involved with dated carrier technology so our customers can focus on what makes their business great. Integrate once with EasyPost and seamlessly add carriers, generate shipping labels, track packages in near real-time and insure your shipments.","417 Montgomery St, San Francisco, CA 94104",37.7933978,-122.4032279,61-150,,,,
Eat Club,,"Consumer Goods and Services,Food Delivery",San Francisco,,2010.0,GitHub Repository,,True,,https://www.eatclub.com/,,,,,,THE OFFICE LUNCH BENEFIT THAT SATISFIES INDIVIDUALS TO POWER TEAMS,"75 Columbia Square, San Francisco, CA 94103",37.77714,-122.405153,,,,,
Eatsa,,"Consumer Goods and Services,Food Delivery",San Francisco,,2015.0,GitHub Repository,,True,,https://www.eatsa.com/,,,,,,"eatsa’s technology platform empowers restaurants to deliver a magical customer experience, while serving more customers, faster and more efficiently.","San Francisco, CA",37.7749295,-122.4194155,,,,,
Eaze,,"Consumer Goods and Services,Mental Health",San Francisco,,2014.0,GitHub Repository,,True,,https://www.eaze.com,,,,,,"Get the best cannabis products delivered with Eaze, the #1 legal cannabis delivery platform.","4 Embarcadero Center, San Francisco, CA 94111",37.7953898,-122.3961067,151-250,,,,
Eero,,"Industrial,Networking",San Francisco,,2015.0,GitHub Repository,,True,,eero.com,,,,,,"eero replaces your router and blankets your whole home in fast, reliable WiFi.","500 Howard St #900, San Francisco, CA 94105",37.7884892,-122.3967349,,,,,
Ejento,,Recruiting Agency,San Francisco,,2018.0,GitHub Repository,,True,,https://www.ejento.com/,,,,,,"Talent acquisition for the startup era. NeoHire South, RockIT Recruiting, TS2 and Hero.jobs have come together as Ejento.","880 Harrison St #201, San Francisco, CA 94107",37.7795552,-122.4015001,61-150,,,,
Elastic.co,,"B2B Software and Services,Developer Tool",San Francisco,,2012.0,GitHub Repository,,True,,https://www.elastic.co/,,,,,,"Deploy a 14-day trial for our Elasticsearch Service, App Search Service, or Site Search Service. No credit card required.","301 Howard St. Suite 1320, San Francisco, CA 94105",37.7895408,-122.394228,,,,,
Elegant Themes,,"B2B Software and Services,Development Agency,Consumer Goods and Services",San Francisco,,2008.0,GitHub Repository,,True,,https://www.elegantthemes.com/,,,,,,Get The Ultimate WordPress Toolkit For Web Design Professionals And Business Owners,"1233 Howard St 3A, San Francisco, CA 94103",37.7756237,-122.4117813,,,,,
Employbl,,"Recruiting Agency,Talent Acquisition",East Bay,,2018.0,GitHub Repository,,True,,employbl.com,,,,,,"Employbl is your source for active candidates in the Bay Area. Priced monthly, no hiring fees.","Alameda, CA",37.7652065,-122.2416355,1-12,,,,
Endpoint Clinical,,B2B Software and Services,San Francisco,,2009.0,GitHub Repository,,True,,https://www.endpointclinical.com/,,,,,,"endpoint Clinical is the leading, global interactive response technology (IRT) company","55 Francisco St #200, San Francisco, CA 94133",37.8054678,-122.4064022,,,,,
enSilo,,"B2B Software and Services,Security",San Francisco,,2014.0,GitHub Repository,,True,,https://www.ensilo.com/,,,,,,Stop malware pre and post-infection in a single endpoint security platform.,"182 Second Street Suite 210, San Francisco, CA 94105",37.7869068,-122.3986579,,,,,
Entelo,,"B2B Software and Services,Talent Acquisition",San Francisco,,2011.0,GitHub Repository,,True,,https://www.entelo.com/,,,,,,The world’s most recognized brands use Entelo to build great teams,"123 Mission St #2400, San Francisco, CA 94105",37.7918328,-122.3944315,,,,,
Envoy,,B2B Software and Services,San Francisco,,2013.0,GitHub Repository,,True,,https://envoy.com/,,,,,,"Collect guest information, capture their photos and have them sign legal documents—all on the iPad.","488 Bryant St, San Francisco, CA 94107",37.7817523,-122.3957053,,,Marketo,,
Enwoven,,,East Bay,,2014.0,GitHub Repository,,True,,enwoven.com,,,,,,"Enwoven empowers organizations to make their knowledge more engaging by combining multimedia assets and adding context in the form of visual frameworks. Companies create valuable ideas, thoughts and insights that get lost everyday.","Oakland, CA",37.8043637,-122.2711137,13-60,,,,
EQ Recruiting ,,Recruiting Agency,San Francisco,,2018.0,GitHub Repository,,True,,https://eqrecruiters.com/,,,,,,"At EQ Recruiting we believe that emotional intelligence is one of the most important parts of the interview process and is one of the main things lacking in recruiting today. We put a heavy emphasis on relationships, culture, fit, and team with both the candidates and companies we work with.","2181 Greenwich St, San Francisco, CA 94123",37.7988509,-122.4355986,1-12,,,,
Even.com,,Financial Technology and Services,East Bay,,2014.0,GitHub Repository,,True,,even.com,,,,,,"We partner with employers to offer Even as a benefit. Employers offer Even to their people; in return, employers save money because Even improves employee retention.","1440 Broadway, Oakland, CA 94612",37.804701,-122.2704706,61-150,,,,
Eventbrite,,Consumer Goods and Services,San Francisco,,2006.0,GitHub Repository,,True,,https://www.eventbrite.com,,,,,,Find your next experience,"155 5th St, San Francisco, CA 94103",37.7823802,-122.4052253,,React.js,,,
Everlane,,e-Commerce,San Francisco,,2010.0,GitHub Repository,,True,,https://www.everlane.com/,,,,,,Exceptional quality. Ethical factories. Radical Transparency. Sign up to enjoy free U.S. shipping and returns on your first order.,"2170 Folsom St, San Francisco, CA 94110",37.7625886,-122.4154242,,React.js,,,
Expensify,,Financial Technology and Services,San Francisco,,2008.0,GitHub Repository,,True,,https://use.expensify.com/,,,,,,"From receipt scanning to reimbursement, Expensify automates every step of the expense reporting process.","88 Kearny St, San Francisco, CA 94108",37.788693,-122.403332,,,,,
Exponential,,Advertising,East Bay,,2001.0,GitHub Repository,,True,,exponential.com,,,,,,Exponential Interactive is a global provider of advertising intelligence and digital media solutions to brand advertisers.,"5858 Horton St #300, Emeryville, CA 94608",37.8401509,-122.2906863,251-499,,,,
Extole,,B2B Software and Services,San Francisco,,2007.0,GitHub Repository,,True,,https://www.extole.com/,,,,,,AN ENTERPRISE PLATFORM TO DRIVE BRAND ADVOCACY & INFLUENCE,"350 Sansome St #700, San Francisco, CA 94104",37.7938121,-122.400951,,,,,
Fabric Genomics,,"Biotech,AI",East Bay,,2009.0,GitHub Repository,,True,,fabricgenomics.com,,,,,,"AI-driven interpretation platform for any genomic test that enables rapid generation of physician-ready clinical reports for clinical labs, hospital systems","1611 Telegraph Ave #500, Oakland, CA 94612",37.8063737,-122.2706835,13-60,,,,
Figure Eight,,B2B Software and Services,San Francisco,,2008.0,GitHub Repository,,True,,https://www.figure-eight.com/,,,,,,We Make AI Work in the Real World,"940 Howard St, San Francisco, CA 94103",37.780922,-122.406243,,,,,
Fin,,Productivity Tools,San Francisco,,2015.0,GitHub Repository,,True,,https://www.fin.com/,,,,,,"Time is your most valuable asset. Focus on what matters most, and let Fin do the rest.","350 Sansome Street Floor 9, San Francisco, CA 94104",37.7938121,-122.400951,,,,,
FinancialForce,,Accounting,San Francisco,,2007.0,GitHub Repository,,True,,financialforce.com,,,,,,Combine your front and back office on one platform with the top cloud ERP software apps built on Salesforce.,"595 Market St #2700, San Francisco, CA 94105",37.7892151,-122.4007997,,,Marketo,,
Fingerprint Digital,,"Education,Consumer Media",San Francisco,,2010.0,GitHub Repository,,True,,http://www.fingerprintplay.com/,,,,,,"Thousands of hours of learning entertainment, with the best mix of kids digital play, from top family brands and characters you know and love. Powered by Fingerprint's breakthrough technology.","240 Stockton St, San Francisco, CA 94108",37.7881678,-122.4065081,,,,,
First Round Capital,,Venture Capital,San Francisco,,2004.0,GitHub Repository,,True,,http://firstround.com/,,,,,,First Round is a venture capital firm that specializes in providing seed-stage funding to technology companies.,"151 10th St, San Francisco, CA 94103",37.7748327,-122.4149053,,,,,
FitBit,,Industrial,San Francisco,,2007.0,GitHub Repository,,True,,https://www.fitbit.com/,,,,,,"Fitbit motivates you to reach your health and fitness goals by tracking your activity, exercise, sleep, weight and more.","199 Fremont St, San Francisco, CA 94105",37.7898733,-122.3947812,,,Marketo,,
Five9,,Enterprise,East Bay,,2001.0,GitHub Repository,,True,,five9.com,,,,,,"Five9 is a leading provider of cloud contact center software for the digital enterprise, bringing the power of cloud innovation to customers and facilitating more than three billion customer interactions annually.","4000 Executive Pkwy #400, San Ramon, CA 94583",37.7694761,-121.9678044,500-999,,,,
Fivestars,,B2B Software and Services,San Francisco,,2011.0,GitHub Repository,,True,,https://www.fivestars.com/,,,,,Y Combinator,Fivestars has the largest rewards program for local business.,"500 3rd St #405, San Francisco, CA 94107",37.7808162,-122.3956663,,,,,
Fivetran,,Developer Tool,East Bay,,2013.0,GitHub Repository,,True,,fivetran.com,,,,,,Stream data into your warehouse for advanced analytics. Fivetran was built for analysts to access to all their business data. Sign up today for a free trial.,"405 14th St Floor 11, Oakland, CA 94612",37.80372,-122.270341,61-150,,,,
Fond,,"B2B Software and Services,Employee Engagement",San Francisco,,2012.0,GitHub Repository,,True,,https://fond.co/,,,,,,"Attract, Retain, and Motivate Your Employees","33 New Montgomery St #700, San Francisco, CA 94105",37.7885853,-122.4012726,,,,,
Forkable,,"Consumer Goods and Services,Food Delivery",San Francisco,,2013.0,GitHub Repository,,True,,https://forkable.com/,,,,,,Chooses your next lunch. Then brings it to you.,"San Francisco, CA",37.7749295,-122.4194155,,,,,
Formation,,"B2B Software and Services,AI",San Francisco,,2015.0,GitHub Repository,,True,,https://formation.ai/,,,,,,"Every person is unique. By understanding and serving human motivations, we enable organizations to engage each customer with individualized, multi-step experiences.","35 Stillman St, San Francisco, CA 94107",37.7827616,-122.3948476,,,,,
