Company,Total_Employees,Industry,Website,Funding_Date,Funding_Type,Extraction_Time,Page
Sidepit,3,financial services,http://www.sidepit.com,10-Oct-24,Pre-Seed,2025-04-14 02:50:05,14
Astrix Health,0,hospital & health care,http://www.astrix.health,10-Oct-24,Pre-Seed,2025-04-14 02:50:05,14
CEQAbase,2,0,http://www.ceqabase.com,9-Oct-24,Pre-Seed,2025-04-14 02:50:06,14
SimX,66,hospital & health care,http://www.simxvr.com,9-Oct-24,Grant,2025-04-14 02:50:06,14
Bigeye,56,information technology & services,http://www.bigeye.com,9-Oct-24,Venture - Series Unknown,2025-04-14 02:50:06,14
Drawer AI,24,information technology & services,http://www.drawer.ai,9-Oct-24,Seed,2025-04-14 02:50:06,14
Vultron,17,information technology & services,http://www.vultron.ai,9-Oct-24,Seed,2025-04-14 02:50:06,14
AppShip,2,0,http://www.app-ship.com,9-Oct-24,Pre-Seed,2025-04-14 02:50:06,14
EvenUp,390,0,http://www.evenuplaw.com,8-Oct-24,Series D,2025-04-14 02:50:06,14
Tele911,19,public safety,http://www.tele911.com,8-Oct-24,Seed,2025-04-14 02:50:06,14
Kiva AI,9,information technology & services,http://www.kivaai.com,8-Oct-24,Seed,2025-04-14 02:50:06,14
Selonterra,3,research,http://www.selonterra.com,8-Oct-24,Grant,2025-04-14 02:50:06,14
Unify,25,information technology & services,http://www.unifygtm.com,8-Oct-24,Series A,2025-04-14 02:50:06,14
Third Dimension AI,0,information technology & services,http://www.thirddimension.ai,8-Oct-24,Seed,2025-04-14 02:50:06,14
Distributional,17,information technology & services,http://www.distributional.com,8-Oct-24,Series A,2025-04-14 02:50:06,14
Truthset,14,information services,http://www.truthset.io,8-Oct-24,Series A,2025-04-14 02:50:06,14
Stream,31,insurance,http://www.stream.claims,8-Oct-24,Seed,2025-04-14 02:50:06,14
InterVene,15,medical devices,http://www.intervene-med.com,7-Oct-24,Series A,2025-04-14 02:50:06,14
Treya Partners,20,management consulting,http://www.treyapartners.com,7-Oct-24,Private Equity,2025-04-14 02:50:06,14
VESSL AI,33,information technology & services,http://www.vessl.ai,7-Oct-24,Series A,2025-04-14 02:50:06,14
IOMETE,22,information technology & services,http://www.iomete.com,7-Oct-24,Seed,2025-04-14 02:50:15,15
Kavia AI,3,0,http://www.kavia.ai,3-Oct-24,Pre-Seed,2025-04-14 02:50:15,15
OpenAI,3800,research,http://www.openai.com,3-Oct-24,Debt Financing,2025-04-14 02:50:15,15
Paren,7,information technology & services,http://www.paren.app,3-Oct-24,Seed,2025-04-14 02:50:15,15
Integrated Biosciences,6,research,http://www.integratedbiosciences.com,3-Oct-24,Seed,2025-04-14 02:50:15,15
Booksy,630,information technology & services,http://www.booksy.com,3-Oct-24,Venture - Series Unknown,2025-04-14 02:50:15,15
Voyage AI,9,0,http://www.voyageai.com,3-Oct-24,Series A,2025-04-14 02:50:15,15
Valdera,29,information technology & services,http://www.valdera.com,3-Oct-24,Series A,2025-04-14 02:50:15,15
Visolis,18,chemicals,http://www.visolisbio.com,3-Oct-24,Grant,2025-04-14 02:50:15,15
GuRu,20,electrical/electronic manufacturing,http://www.guru.inc,2-Oct-24,Grant,2025-04-14 02:50:15,15
Permanent,23,farming,http://www.permanent.ag,2-Oct-24,Seed,2025-04-14 02:50:15,15
Poolside,75,information technology & services,http://www.poolside.ai,2-Oct-24,Series B,2025-04-14 02:50:15,15
Pallet,80,computer software,http://www.trypallet.com,2-Oct-24,Series A,2025-04-14 02:50:15,15
Billables AI,5,information technology & services,http://www.billables.ai,2-Oct-24,Seed,2025-04-14 02:50:15,15
Reducto,4,information technology & services,http://www.reducto.ai,2-Oct-24,Seed,2025-04-14 02:50:15,15
Arda Therapeutics,10,research,http://www.ardatx.com,1-Oct-24,Venture - Series Unknown,2025-04-14 02:50:15,15
Aspect Build,11,information technology & services,http://www.aspect.build,1-Oct-24,Seed,2025-04-14 02:50:15,15
Synedgen,18,research,http://www.synedgen.com,1-Oct-24,Debt Financing,2025-04-14 02:50:15,15
DataPelago,61,information technology & services,http://www.datapelago.io,1-Oct-24,Venture - Series Unknown,2025-04-14 02:50:15,15
Neeve,0,information technology & services,http://www.neeve.ai,30-Sep-24,Series A,2025-04-14 02:50:15,15
Artisan AI,280,information technology & services,http://www.artisan.co,30-Sep-24,Seed,2025-04-14 02:50:24,16
Gladly,230,information technology & services,http://www.gladly.com,26-Sep-24,Venture - Series Unknown,2025-04-14 02:50:24,16
PlayWorks,680,nonprofit organization management,http://www.playworks.org,26-Sep-24,Grant,2025-04-14 02:50:24,16
Bemi,3,0,http://www.bemi.io,26-Sep-24,Pre-Seed,2025-04-14 02:50:24,16
Superb AI,57,information technology & services,http://www.superb-ai.com,26-Sep-24,Series C,2025-04-14 02:50:24,16
SKY Leasing,42,airlines/aviation,http://www.skyleasing.com,26-Sep-24,Debt Financing,2025-04-14 02:50:24,16
AssetHub,1,computer games,http://www.assethub.io,25-Sep-24,Pre-Seed,2025-04-14 02:50:24,16
Feno,6,0,http://www.feno.co,25-Sep-24,Seed,2025-04-14 02:50:24,16
Supabase,110,information technology & services,http://www.supabase.com,25-Sep-24,Series C,2025-04-14 02:50:24,16
Whatfix,1200,information technology & services,http://www.whatfix.com,25-Sep-24,Series E,2025-04-14 02:50:24,16
SnippetSentry,17,information technology & services,http://www.snippetsentry.com,25-Sep-24,Venture - Series Unknown,2025-04-14 02:50:24,16
FluidLogic,43,"health, wellness & fitness",http://www.fluidlogic.com,24-Sep-24,Series A,2025-04-14 02:50:25,16
Distyl AI,27,information technology & services,http://www.distyl.ai,24-Sep-24,Series A,2025-04-14 02:50:25,16
Icon Savings Plan,31,financial services,http://www.iconsavingsplan.com,24-Sep-24,Seed,2025-04-14 02:50:25,16
UJET,290,information technology & services,http://www.ujet.cx,24-Sep-24,Series D,2025-04-14 02:50:25,16
Anadro,2,renewables & environment,http://www.anadro.com,24-Sep-24,Seed,2025-04-14 02:50:25,16
Atlys,190,information technology & services,http://www.atlys.com,24-Sep-24,Series B,2025-04-14 02:50:25,16
Datapad,4,information technology & services,http://www.datapad.io,24-Sep-24,Seed,2025-04-14 02:50:25,16
Altimate AI,14,information technology & services,http://www.altimate.ai,23-Sep-24,Seed,2025-04-14 02:50:25,16
Harmonic,5,information technology & services,http://www.harmonic.fun,23-Sep-24,Series A,2025-04-14 02:50:25,16
Genome Medical,140,medical practice,http://www.genomemedical.com,23-Sep-24,Venture - Series Unknown,2025-04-14 02:50:34,17
Hippocratic AI,77,hospital & health care,http://www.hippocraticai.com,19-Sep-24,Venture - Series Unknown,2025-04-14 02:50:34,17
Akia,48,information technology & services,http://www.akia.com,19-Sep-24,Venture - Series Unknown,2025-04-14 02:50:34,17
Ferrum Health,34,hospital & health care,http://www.ferrumhealth.com,19-Sep-24,Series A,2025-04-14 02:50:34,17
Twelve,370,0,http://www.twelve.co,19-Sep-24,Undisclosed,2025-04-14 02:50:34,17
Aclima,49,information technology & services,http://www.aclima.io,19-Sep-24,Debt Financing,2025-04-14 02:50:34,17
AtoB,140,financial services,http://www.atob.com,19-Sep-24,Series C,2025-04-14 02:50:34,17
Picus Security,240,computer & network security,http://www.picussecurity.com,19-Sep-24,Venture - Series Unknown,2025-04-14 02:50:34,17
Oro Labs,130,information technology & services,http://www.orolabs.ai,18-Sep-24,Venture - Series Unknown,2025-04-14 02:50:34,17
Fal,25,0,http://www.fal.ai,18-Sep-24,Series A,2025-04-14 02:50:34,17
Mercor,86,information technology & services,http://www.mercor.com,18-Sep-24,Series A,2025-04-14 02:50:34,17
Harvest Thermal,35,oil & energy,http://www.harvest-thermal.com,18-Sep-24,Grant,2025-04-14 02:50:34,17
CodePath,680,higher education,http://www.codepath.org,18-Sep-24,Grant,2025-04-14 02:50:34,17
Hgen,6,semiconductors,http://www.hgen.com,17-Sep-24,Seed,2025-04-14 02:50:34,17
Orb,52,information technology & services,http://www.withorb.com,17-Sep-24,Series B,2025-04-14 02:50:34,17
Mindtrip,23,0,http://www.mindtrip.ai,17-Sep-24,Seed,2025-04-14 02:50:34,17
Futuro Health,290,government administration,http://www.futurohealth.org,17-Sep-24,Grant,2025-04-14 02:50:34,17
Prof Jim,45,e-learning,http://www.profjim.com,17-Sep-24,Seed,2025-04-14 02:50:34,17
TeamBridge,41,information technology & services,http://www.teambridge.com,16-Sep-24,Series B,2025-04-14 02:50:34,17
World Labs,8,research,http://www.worldlabs.ai,13-Sep-24,Venture - Series Unknown,2025-04-14 02:50:34,17
Operant,28,information technology & services,http://www.operant.ai,12-Sep-24,Series A,2025-04-14 02:50:44,18
Bounti.ai,46,information technology & services,http://www.bounti.ai,12-Sep-24,Seed,2025-04-14 02:50:44,18
Connectly.ai,54,0,http://www.connectly.ai,11-Sep-24,Series B,2025-04-14 02:50:44,18
Nostra AI,52,information technology & services,http://www.nostra.ai,11-Sep-24,Venture - Series Unknown,2025-04-14 02:50:44,18
Candid Health,80,hospital & health care,http://www.joincandidhealth.com,11-Sep-24,Series B,2025-04-14 02:50:44,18
Polly,160,financial services,http://www.polly.io,10-Sep-24,Venture - Series Unknown,2025-04-14 02:50:44,18
Glean,590,information technology & services,http://www.glean.com,10-Sep-24,Series E,2025-04-14 02:50:44,18
Reshape Automation,10,mechanical or industrial engineering,http://www.reshapeautomation.com,10-Sep-24,Seed,2025-04-14 02:50:44,18
Infinium,62,0,http://www.infiniumco.com,10-Sep-24,Private Equity,2025-04-14 02:50:44,18
Blended Technologies,7,information technology & services,http://www.blendedtech.com,10-Sep-24,Seed,2025-04-14 02:50:44,18
AttoTude,1,0,http://www.attotude.com,10-Sep-24,Series A,2025-04-14 02:50:44,18
Neurona Therapeutics,72,research,http://www.neuronatherapeutics.com,10-Sep-24,Grant,2025-04-14 02:50:44,18
P0 Security,12,information technology & services,http://www.p0.dev,10-Sep-24,Series A,2025-04-14 02:50:44,18
PIN AI,8,information technology & services,http://www.pinai.io,9-Sep-24,Pre-Seed,2025-04-14 02:50:44,18
Race,150,telecommunications,http://www.race.com,9-Sep-24,Private Equity,2025-04-14 02:50:44,18
OrsoBio,17,research,http://www.orsobio.com,6-Sep-24,Series B,2025-04-14 02:50:44,18
DubClub,36,0,http://www.dubclub.win,5-Sep-24,Series A,2025-04-14 02:50:44,18
Thatch,48,information technology & services,http://www.thatch.ai,5-Sep-24,Series A,2025-04-14 02:50:44,18
Drip Capital,330,financial services,http://www.dripcapital.com,5-Sep-24,Debt Financing,2025-04-14 02:50:44,18
Acuvity,3,0,http://www.acuvity.ai,5-Sep-24,Seed,2025-04-14 02:50:44,18
Portex,19,0,http://www.portexpro.com,5-Sep-24,Seed,2025-04-14 02:50:53,19
Agree.com,4,0,http://www.agree.com,5-Sep-24,Pre-Seed,2025-04-14 02:50:53,19
Fiddler AI,76,information technology & services,http://www.fiddler.ai,5-Sep-24,Venture - Series Unknown,2025-04-14 02:50:53,19
Cortex,130,information technology & services,http://www.cortex.io,4-Sep-24,Series C,2025-04-14 02:50:53,19
ArsenalBio,280,research,http://www.arsenalbio.com,4-Sep-24,Series C,2025-04-14 02:50:53,19
Ceres Imaging,66,information technology & services,http://www.ceres.ai,4-Sep-24,Series D,2025-04-14 02:50:53,19
Venova Medical,9,medical devices,http://www.venovamedical.com,4-Sep-24,Series B,2025-04-14 02:50:53,19
Climax Foods,39,food production,http://www.climax.bio,4-Sep-24,Debt Financing,2025-04-14 02:50:53,19
Flex,10,financial services,http://www.withflex.com,4-Sep-24,Seed,2025-04-14 02:50:53,19
Circle Pharma,70,research,http://www.circlepharma.com,3-Sep-24,Series D,2025-04-14 02:50:53,19
Segmed,46,hospital & health care,http://www.segmed.ai,3-Sep-24,Series A,2025-04-14 02:50:53,19
Linea Energy,32,0,http://www.lineaenergy.com,3-Sep-24,Debt Financing,2025-04-14 02:50:53,19
Gainful,63,"health, wellness & fitness",http://www.gainful.com,3-Sep-24,Series B,2025-04-14 02:50:53,19
Mintlify,12,information technology & services,http://www.mintlify.com,3-Sep-24,Series A,2025-04-14 02:50:53,19
Magic Lifescience,12,medical devices,http://www.magiclifescience.com,3-Sep-24,Grant,2025-04-14 02:50:53,19
Approveit,21,information technology & services,http://www.approveit.today,2-Sep-24,Seed,2025-04-14 02:50:53,19
Weeknd,5,0,http://www.weekndsocial.app,1-Sep-24,Seed,2025-04-14 02:50:53,19
Crafty Apes,370,entertainment,http://www.craftyapes.com,30-Aug-24,Debt Financing,2025-04-14 02:50:53,19
Codeium,81,information technology & services,http://www.codeium.com,29-Aug-24,Series C,2025-04-14 02:50:53,19
MIRIS,26,online media,http://www.miris.com,29-Aug-24,Seed,2025-04-14 02:50:53,19
