Company,Total_Employees,Industry,Website,Funding_Date,Funding_Type,Extraction_Time,Page
Vivoo,60,"health, wellness & fitness",http://www.vivoo.io,15-Jul-24,Series B,2025-04-14 03:27:51,27
SmarterLicense,1,internet,http://www.smarterlicense.com,15-Jul-24,Angel,2025-04-14 03:27:51,27
Digestiva,11,research,http://www.digestiva.com,15-Jul-24,Series A,2025-04-14 03:27:51,27
Odyssey,0,research,http://www.odyssey.systems,12-Jul-24,Seed,2025-04-14 03:27:51,27
Armada,150,information technology & services,http://www.armada.ai,11-Jul-24,Undisclosed,2025-04-14 03:27:51,27
Mantle,61,machinery,http://www.mantle3d.com,10-Jul-24,Series C,2025-04-14 03:27:51,27
Lekko,3,information technology & services,http://www.lekko.com,10-Jul-24,Seed,2025-04-14 03:27:51,27
Hayden AI,120,information technology & services,http://www.hayden.ai,10-Jul-24,Series C,2025-04-14 03:27:51,27
Adona Medical,44,medical devices,http://www.adonamed.com,10-Jul-24,Series C,2025-04-14 03:27:51,27
Safe Passages,130,nonprofit organization management,http://www.safepassages.org,9-Jul-24,Grant,2025-04-14 03:27:51,27
Valo.ai,14,information technology & services,http://www.valo.ai,9-Jul-24,Pre-Seed,2025-04-14 03:27:51,27
Volley,130,entertainment,http://www.volleygames.com,9-Jul-24,Series C,2025-04-14 03:27:51,27
Accend,5,financial services,http://www.withaccend.com,9-Jul-24,Seed,2025-04-14 03:27:51,27
NovoNutrients,23,research,http://www.novonutrients.com,9-Jul-24,Series A,2025-04-14 03:27:51,27
Default,60,information technology & services,http://www.default.com,8-Jul-24,Seed,2025-04-14 03:27:51,27
Cartken,43,information technology & services,http://www.cartken.com,3-Jul-24,Venture - Series Unknown,2025-04-14 03:27:52,27
Granza Bio,3,research,http://www.granzabio.com,3-Jul-24,Seed,2025-04-14 03:27:52,27
Frontier Energy,190,environmental services,http://www.frontierenergy.com,2-Jul-24,Grant,2025-04-14 03:27:52,27
BRB APP INC,3,0,http://www.beautyrightback.com,1-Jul-24,Seed,2025-04-14 03:27:52,27
UptimeAI,40,information technology & services,http://www.uptimeai.com,1-Jul-24,Venture - Series Unknown,2025-04-14 03:27:59,28
AnswerGrid,2,information services,http://www.answergrid.ai,1-Jul-24,Pre-Seed,2025-04-14 03:27:59,28
Senti Biosciences,62,research,http://www.sentibio.com,1-Jul-24,Grant,2025-04-14 03:27:59,28
Pivot Robots,4,0,http://www.pivotrobots.com,1-Jul-24,Venture - Series Unknown,2025-04-14 03:27:59,28
Odaseva,160,information technology & services,http://www.odaseva.com,27-Jun-24,Series C,2025-04-14 03:27:59,28
Aether Fuels,17,0,http://www.aetherfuels.com,27-Jun-24,Series A,2025-04-14 03:27:59,28
GetReal Labs,0,0,http://www.getreallabs.com,27-Jun-24,Seed,2025-04-14 03:27:59,28
Fetchflow,4,0,http://www.fetchflow.ai,27-Jun-24,Pre-Seed,2025-04-14 03:27:59,28
KarmaCheck,120,information technology & services,http://www.karmacheck.com,27-Jun-24,Series B,2025-04-14 03:27:59,28
Clearstory.build,57,information technology & services,http://www.clearstory.build,27-Jun-24,Series B,2025-04-14 03:27:59,28
Foodsmart,390,"health, wellness & fitness",http://www.foodsmart.com,26-Jun-24,Private Equity,2025-04-14 03:27:59,28
Ario,27,information technology & services,http://www.heyario.com,26-Jun-24,Seed,2025-04-14 03:27:59,28
Rondo Energy,130,semiconductors,http://www.rondo.com,26-Jun-24,Debt Financing,2025-04-14 03:27:59,28
Onehouse,58,information technology & services,http://www.onehouse.ai,26-Jun-24,Series B,2025-04-14 03:27:59,28
Frontier Medicines,120,research,http://www.frontiermeds.com,25-Jun-24,Series C,2025-04-14 03:27:59,28
Conduit,9,information technology & services,http://www.conduit.xyz,25-Jun-24,Series A,2025-04-14 03:27:59,28
Cloudian,200,information technology & services,http://www.cloudian.com,25-Jun-24,Private Equity,2025-04-14 03:27:59,28
Asteri AI,0,information technology & services,http://www.asteri.ai,25-Jun-24,Seed,2025-04-14 03:27:59,28
Antora Energy,140,machinery,http://www.antoraenergy.com,25-Jun-24,Grant,2025-04-14 03:27:59,28
VidAU,2,information technology & services,http://www.vidau.ai,25-Jun-24,Pre-Seed,2025-04-14 03:27:59,28
Etched.ai,49,computer hardware,http://www.etched.com,25-Jun-24,Series A,2025-04-14 03:28:07,29
Sift,13,information technology & services,http://www.siftstack.com,25-Jun-24,Series A,2025-04-14 03:28:07,29
TwoStep Therapeutics,3,research,http://www.twosteptx.com,25-Jun-24,Seed,2025-04-14 03:28:07,29
Opus1.io,15,information technology & services,http://www.opus1.io,25-Jun-24,Venture - Series Unknown,2025-04-14 03:28:07,29
Klarity,130,information technology & services,http://www.klarity.ai,24-Jun-24,Series B,2025-04-14 03:28:07,29
Tusk,2,information technology & services,http://www.usetusk.ai,21-Jun-24,Seed,2025-04-14 03:28:07,29
MEandMine,60,0,http://www.meandmine.com,20-Jun-24,Venture - Series Unknown,2025-04-14 03:28:08,29
Molten Industries,8,chemicals,http://www.moltenindustries.com,20-Jun-24,Series A,2025-04-14 03:28:08,29
Aikido Technologies,8,0,http://www.aikidotechnologies.com,20-Jun-24,Seed,2025-04-14 03:28:08,29
Submix,10,music,http://www.submix.io,19-Jun-24,Pre-Seed,2025-04-14 03:28:08,29
"Speechlab, Inc.",13,information technology & services,http://www.speechlab.ai,19-Jun-24,Pre-Seed,2025-04-14 03:28:08,29
Specialized Packaging Group,33,packaging & containers,http://www.spg-ges.com,18-Jun-24,Debt Financing,2025-04-14 03:28:08,29
Planted Solar,9,0,http://www.plantedsolar.com,18-Jun-24,Series A,2025-04-14 03:28:08,29
Promaxo,100,medical devices,http://www.promaxo.com,18-Jun-24,Venture - Series Unknown,2025-04-14 03:28:08,29
Sewer AI,47,information technology & services,http://www.sewerai.com,18-Jun-24,Series B,2025-04-14 03:28:08,29
Scoop Analytics,8,information technology & services,http://www.scoopanalytics.com,18-Jun-24,Seed,2025-04-14 03:28:08,29
Loop Golf,5,internet,http://www.loopgolf.co,18-Jun-24,Seed,2025-04-14 03:28:08,29
Marea Therapeutics,2,research,http://www.mareatx.com,18-Jun-24,Series B,2025-04-14 03:28:08,29
Factory,240,information technology & services,http://www.factory.ai,18-Jun-24,Series A,2025-04-14 03:28:08,29
Maxim,11,information technology & services,http://www.getmaxim.ai,18-Jun-24,Seed,2025-04-14 03:28:08,29
Autify,74,information technology & services,http://www.autify.com,17-Jun-24,Series B,2025-04-14 03:28:15,30
Constructor,410,information technology & services,http://www.constructor.io,17-Jun-24,Series B,2025-04-14 03:28:15,30
You.com,150,information technology & services,http://www.you.com,17-Jun-24,Series B,2025-04-14 03:28:15,30
Take Homes,3,information technology & services,http://www.takehomes.com,17-Jun-24,Pre-Seed,2025-04-14 03:28:15,30
Aepnus Technology,9,chemicals,http://www.aepnus.com,14-Jun-24,Seed,2025-04-14 03:28:15,30
Better Health,170,hospital & health care,http://www.joinbetter.com,13-Jun-24,Series A,2025-04-14 03:28:15,30
Viridian Space,4,aviation & aerospace,http://www.viridianspace.com,13-Jun-24,Pre-Seed,2025-04-14 03:28:15,30
Remmie,13,hospital & health care,http://www.remmiehealth.com,12-Jun-24,Grant,2025-04-14 03:28:15,30
Canary Technologies,160,hospitality,http://www.canarytechnologies.com,12-Jun-24,Series C,2025-04-14 03:28:15,30
Grayce,43,hospital & health care,http://www.withgrayce.com,12-Jun-24,Series A,2025-04-14 03:28:15,30
InScope,3,information technology & services,http://www.inscopehq.com,12-Jun-24,Seed,2025-04-14 03:28:15,30
Learn to Win,81,e-learning,http://www.learntowin.com,12-Jun-24,Series A,2025-04-14 03:28:15,30
Tesseract Medical Research,2,research,http://www.tessmed.com,11-Jun-24,Seed,2025-04-14 03:28:15,30
Cyberhaven,140,computer & network security,http://www.cyberhaven.com,11-Jun-24,Series C,2025-04-14 03:28:15,30
Found,94,financial services,http://www.found.com,11-Jun-24,Venture - Series Unknown,2025-04-14 03:28:15,30
Youth Speaks,44,performing arts,http://www.youthspeaks.org,11-Jun-24,Grant,2025-04-14 03:28:15,30
Perlumi,5,research,http://www.perlumi.com,11-Jun-24,Venture - Series Unknown,2025-04-14 03:28:15,30
Nexus Laboratories,14,information technology & services,http://www.nexus.xyz,10-Jun-24,Series A,2025-04-14 03:28:15,30
Pair Team,81,hospital & health care,http://www.pairteam.com,10-Jun-24,Venture - Series Unknown,2025-04-14 03:28:15,30
Gatik,150,information technology & services,http://www.gatik.ai,10-Jun-24,Venture - Series Unknown,2025-04-14 03:28:15,30
InSync,22,information technology & services,http://www.insyncai.com,8-Jun-24,Seed,2025-04-14 03:28:23,31
Prolific Machines,38,research,http://www.prolific-machines.com,7-Jun-24,Series B,2025-04-14 03:28:23,31
Portal AI,0,information technology & services,http://www.portal.ai,7-Jun-24,Pre-Seed,2025-04-14 03:28:23,31
Rising Team,17,information technology & services,http://www.risingteam.com,6-Jun-24,Series A,2025-04-14 03:28:23,31
Greptile,3,0,http://www.greptile.com,6-Jun-24,Seed,2025-04-14 03:28:23,31
bem,8,information technology & services,http://www.bem.ai,6-Jun-24,Seed,2025-04-14 03:28:23,31
Boys & Girls Clubs of Fresno County,23,nonprofit organization management,http://www.bgcfresno.org,6-Jun-24,Grant,2025-04-14 03:28:23,31
Cube Dev,52,information technology & services,http://www.cube.dev,6-Jun-24,Venture - Series Unknown,2025-04-14 03:28:23,31
Tobiko Data,20,information technology & services,http://www.tobikodata.com,5-Jun-24,Series A,2025-04-14 03:28:23,31
Zingly,16,information technology & services,http://www.zingly.ai,5-Jun-24,Seed,2025-04-14 03:28:23,31
100% Chiropractic,310,medical practice,http://www.100percentchiropractic.com,5-Jun-24,Private Equity,2025-04-14 03:28:23,31
Pika,28,0,http://www.pika.art,5-Jun-24,Series B,2025-04-14 03:28:23,31
Xcimer Energy,45,semiconductors,http://www.xcimer.energy,4-Jun-24,Series A,2025-04-14 03:28:23,31
Raydiant Oximetry,27,medical devices,http://www.raydiantoximetry.com,4-Jun-24,Series A,2025-04-14 03:28:23,31
Vantage Discovery,10,computer software,http://www.vantagediscovery.com,4-Jun-24,Series A,2025-04-14 03:28:23,31
Siren Biotechnology,9,research,http://www.sirenbiotechnology.com,4-Jun-24,Grant,2025-04-14 03:28:23,31
SOFIE,290,pharmaceuticals,http://www.sofie.com,4-Jun-24,Private Equity,2025-04-14 03:28:23,31
AirMDR,22,information technology & services,http://www.airmdr.com,4-Jun-24,Seed,2025-04-14 03:28:24,31
Zum,300,information technology & services,http://www.ridezum.com,4-Jun-24,Grant,2025-04-14 03:28:24,31
Spike Technologies,21,information technology & services,http://www.spikeapi.com,4-Jun-24,Seed,2025-04-14 03:28:24,31
Prósperos,10,0,http://www.prosperos.ai,4-Jun-24,Seed,2025-04-14 03:28:31,32
"Field Materials, Inc.",20,information technology & services,http://www.fieldmaterials.com,4-Jun-24,Seed,2025-04-14 03:28:31,32
Viaduct,40,information technology & services,http://www.viaduct.ai,4-Jun-24,Series B,2025-04-14 03:28:31,32
Tandem PV,25,renewables & environment,http://www.tandempv.com,3-Jun-24,Grant,2025-04-14 03:28:31,32
Vimmerse,7,information technology & services,http://www.vimmerse.net,3-Jun-24,Seed,2025-04-14 03:28:31,32
Ashby,130,information technology & services,http://www.ashbyhq.com,3-Jun-24,Series C,2025-04-14 03:28:31,32
Balance,7,information technology & services,http://www.balancecash.io,3-Jun-24,Seed,2025-04-14 03:28:31,32
Revi,43,information technology & services,http://www.getrevi.com,1-Jun-24,Series A,2025-04-14 03:28:31,32
Sprout HR,3,information technology & services,http://www.sprout-hr.com,1-Jun-24,Venture - Series Unknown,2025-04-14 03:28:31,32
Point,340,real estate,http://www.point.com,30-May-24,Debt Financing,2025-04-14 03:28:31,32
Portside,140,information technology & services,http://www.portside.co,30-May-24,Venture - Series Unknown,2025-04-14 03:28:31,32
Forward,16,information technology & services,http://www.getfwd.com,30-May-24,Seed,2025-04-14 03:28:31,32
Plural Energy,5,internet,http://www.plural.xyz,30-May-24,Pre-Seed,2025-04-14 03:28:31,32
ZERO,110,information technology & services,http://www.hercules.ai,30-May-24,Series B,2025-04-14 03:28:31,32
Functional Finance,23,financial services,http://www.functionalfi.com,30-May-24,Venture - Series Unknown,2025-04-14 03:28:31,32
Valar Labs,18,research,http://www.valarlabs.com,30-May-24,Series A,2025-04-14 03:28:31,32
BabylonChain,49,computer & network security,http://www.babylonchain.io,30-May-24,Venture - Series Unknown,2025-04-14 03:28:31,32
Plenful,22,hospital & health care,http://www.plenful.com,30-May-24,Series A,2025-04-14 03:28:31,32
TraceAir,110,construction,http://www.traceair.net,29-May-24,Series B,2025-04-14 03:28:31,32
Frore Systems,53,computer hardware,http://www.froresystems.com,29-May-24,Series C,2025-04-14 03:28:32,32
Figma,8500,design,http://www.figma.com,29-May-24,Venture - Series Unknown,2025-04-14 03:28:40,33
Kinisi,6,information technology & services,http://www.kinisi.ai,29-May-24,Pre-Seed,2025-04-14 03:28:40,33
App Orchid,140,information technology & services,http://www.apporchid.com,28-May-24,Venture - Series Unknown,2025-04-14 03:28:40,33
OpsMx,140,information technology & services,http://www.opsmx.com,28-May-24,Venture - Series Unknown,2025-04-14 03:28:40,33
LiveReach Media,13,information technology & services,http://www.livereach.ai,28-May-24,Venture - Series Unknown,2025-04-14 03:28:40,33
Transcend,95,information technology & services,http://www.transcend.io,28-May-24,Series B,2025-04-14 03:28:40,33
Aperture Finance,15,financial services,http://www.aperture.finance,28-May-24,Series A,2025-04-14 03:28:40,33
Felix,89,financial services,http://www.felixpago.com,28-May-24,Series A,2025-04-14 03:28:40,33
Sempera Organics,16,"health, wellness & fitness",http://www.semperaorganics.com,24-May-24,Seed,2025-04-14 03:28:40,33
Heyday,23,information technology & services,http://www.heyday.xyz,24-May-24,Seed,2025-04-14 03:28:40,33
Killington Technologies,4,market research,http://www.killingtontechnologies.com,24-May-24,Seed,2025-04-14 03:28:40,33
Lumos,110,information technology & services,http://www.lumos.com,23-May-24,Series B,2025-04-14 03:28:40,33
Userfront,9,0,http://www.userfront.com,23-May-24,Seed,2025-04-14 03:28:40,33
Supermove,37,information technology & services,http://www.supermove.com,23-May-24,Series B,2025-04-14 03:28:40,33
Aduro Advisors,260,financial services,http://www.aduroadvisors.com,23-May-24,Private Equity,2025-04-14 03:28:40,33
forml,2,information technology & services,http://www.forml.ai,23-May-24,Pre-Seed,2025-04-14 03:28:40,33
BeeHero,80,farming,http://www.beehero.io,23-May-24,Venture - Series Unknown,2025-04-14 03:28:40,33
Founder AI,9,0,http://www.getintently.ai,22-May-24,Seed,2025-04-14 03:28:40,33
HoundDog.ai,3,information technology & services,http://www.hounddog.ai,22-May-24,Seed,2025-04-14 03:28:40,33
Amino,84,hospital & health care,http://www.amino.com,22-May-24,Venture - Series Unknown,2025-04-14 03:28:40,33
California Walnuts,21,farming,http://www.walnuts.org,22-May-24,Grant,2025-04-14 03:28:47,34
Verse,19,0,http://www.verse.inc,22-May-24,Series A,2025-04-14 03:28:47,34
KETOS,47,information technology & services,http://www.ketos.co,21-May-24,Private Equity,2025-04-14 03:28:47,34
XGS Energy,13,oil & energy,http://www.xgsenergy.com,21-May-24,Series A,2025-04-14 03:28:47,34
Materna Medical,43,medical devices,http://www.maternamedical.com,21-May-24,Venture - Series Unknown,2025-04-14 03:28:47,34
Coactive AI,36,information technology & services,http://www.coactive.ai,21-May-24,Series B,2025-04-14 03:28:47,34
AltruBio,31,research,http://www.altrubio.com,21-May-24,Series B,2025-04-14 03:28:47,34
Infinx,5000,information technology & services,http://www.infinx.com,21-May-24,Private Equity,2025-04-14 03:28:47,34
UberCloud,68,information technology & services,http://www.simr.com,21-May-24,Series A,2025-04-14 03:28:47,34
daydream Labs,12,information technology & services,http://www.withdaydream.com,20-May-24,Seed,2025-04-14 03:28:47,34
UTOBO,9,e-learning,http://www.utobo.com,20-May-24,Seed,2025-04-14 03:28:47,34
Bedrock Materials,5,chemicals,http://www.bedrock.inc,16-May-24,Seed,2025-04-14 03:28:47,34
Tree Line Capital Partners,26,financial services,http://www.treelinecp.com,16-May-24,Private Equity,2025-04-14 03:28:47,34
Sigma Computing,540,information technology & services,http://www.sigmacomputing.com,16-May-24,Series D,2025-04-14 03:28:47,34
Alkira,150,computer & network security,http://www.alkira.com,15-May-24,Series C,2025-04-14 03:28:47,34
MULTI·ON,21,information technology & services,http://www.multion.ai,15-May-24,Series A,2025-04-14 03:28:47,34
Recall.ai,10,information technology & services,http://www.recall.ai,15-May-24,Series A,2025-04-14 03:28:47,34
WEKA,410,information technology & services,http://www.weka.io,15-May-24,Series E,2025-04-14 03:28:47,34
AtlasPro AI,3,information technology & services,http://www.atlaspro.ai,15-May-24,Pre-Seed,2025-04-14 03:28:47,34
LanceDB,14,information services,http://www.lancedb.com,15-May-24,Seed,2025-04-14 03:28:47,34
Layer Financial Technologies,5,information technology & services,http://www.layerfi.com,15-May-24,Pre-Seed,2025-04-14 03:28:55,35
Apriora,2,0,http://www.apriora.ai,15-May-24,Seed,2025-04-14 03:28:55,35
Dosu,8,information technology & services,http://www.dosu.dev,14-May-24,Venture - Series Unknown,2025-04-14 03:28:55,35
Harness,900,information technology & services,http://www.harness.io,14-May-24,Debt Financing,2025-04-14 03:28:55,35
Gorgias,400,information technology & services,http://www.gorgias.com,14-May-24,Series C,2025-04-14 03:28:55,35
Glydways,94,transportation/trucking/railroad,http://www.glydways.com,14-May-24,Series B,2025-04-14 03:28:55,35
Anthropos,25,0,http://www.anthropos.work,14-May-24,Pre-Seed,2025-04-14 03:28:55,35
The Fresno Area Hispanic Foundation,18,nonprofit organization management,http://www.fresnoahf.org,14-May-24,Grant,2025-04-14 03:28:55,35
Orange Charger,23,0,http://www.orangecharger.com,14-May-24,Seed,2025-04-14 03:28:55,35
Curve Biosciences,11,research,http://www.curvebio.com,13-May-24,Venture - Series Unknown,2025-04-14 03:28:55,35
Mitra Chem,64,semiconductors,http://www.mitrachem.com,13-May-24,Series B,2025-04-14 03:28:55,35
ChainML,16,information technology & services,http://www.chainml.net,13-May-24,Seed,2025-04-14 03:28:55,35
The Bot Company,0,0,http://www.bot.co,13-May-24,Seed,2025-04-14 03:28:55,35
Triomics,61,information technology & services,http://www.triomics.com,9-May-24,Series A,2025-04-14 03:28:55,35
Plenty,7,financial services,http://www.withplenty.com,9-May-24,Seed,2025-04-14 03:28:55,35
Q'Apel Medical,110,medical devices,http://www.qapelmedical.com,9-May-24,Venture - Series Unknown,2025-04-14 03:28:55,35
Bluejay Therapeutics,18,research,http://www.bluejaytx.com,9-May-24,Series C,2025-04-14 03:28:55,35
Altera,20,information technology & services,http://www.altera.al,8-May-24,Seed,2025-04-14 03:28:55,35
DatologyAI,13,0,http://www.datologyai.com,8-May-24,Series A,2025-04-14 03:28:55,35
4L Data Intelligence,19,hospital & health care,http://www.4ldata.com,8-May-24,Venture - Series Unknown,2025-04-14 03:28:55,35
ChangeEngine,120,information technology & services,http://www.changeengine.com,8-May-24,Series A,2025-04-14 03:29:02,36
Voyage Foods,49,food & beverages,http://www.voyagefoods.com,8-May-24,Series A,2025-04-14 03:29:02,36
Rad AI,130,hospital & health care,http://www.radai.com,7-May-24,Series B,2025-04-14 03:29:02,36
Trust for Public Land,540,nonprofit organization management,http://www.tpl.org,7-May-24,Grant,2025-04-14 03:29:02,36
Saved By Nature,3,environmental services,http://www.savedbynature.org,7-May-24,Grant,2025-04-14 03:29:03,36
Composabl,10,0,http://www.composabl.com,7-May-24,Seed,2025-04-14 03:29:03,36
Plan By,5,information technology & services,http://www.planby.us,7-May-24,Pre-Seed,2025-04-14 03:29:03,36
iFrameAI Health,6,information technology & services,http://www.iframe.ai,7-May-24,Undisclosed,2025-04-14 03:29:03,36
Justice Outside,29,fund-raising,http://www.justiceoutside.org,7-May-24,Grant,2025-04-14 03:29:03,36
Anetac,22,computer & network security,http://www.anetac.com,6-May-24,Seed,2025-04-14 03:29:03,36
Sagetap,32,internet,http://www.sagetap.io,6-May-24,Seed,2025-04-14 03:29:03,36
Karius,180,research,http://www.kariusdx.com,2-May-24,Series C,2025-04-14 03:29:03,36
Altruist,590,financial services,http://www.altruist.com,2-May-24,Series E,2025-04-14 03:29:03,36
Paragraph,2,information technology & services,http://www.paragraph.xyz,2-May-24,Seed,2025-04-14 03:29:03,36
Transcarent,370,hospital & health care,http://www.transcarent.com,2-May-24,Series D,2025-04-14 03:29:03,36
Mimic,9,computer & network security,http://www.mimic.com,2-May-24,Seed,2025-04-14 03:29:03,36
Boys & Girls Club of Silicon Valley,59,nonprofit organization management,http://www.bgclub.org,2-May-24,Grant,2025-04-14 03:29:03,36
CellChorus,7,research,http://www.cellchorus.com,2-May-24,Grant,2025-04-14 03:29:03,36
Ex-human,16,information technology & services,http://www.exh.ai,2-May-24,Seed,2025-04-14 03:29:03,36
Securitize,140,financial services,http://www.securitize.io,1-May-24,Venture - Series Unknown,2025-04-14 03:29:03,36
Peregrine Technologies,120,information technology & services,http://www.peregrine.io,1-May-24,Series B,2025-04-14 03:29:10,37
Traceable,210,computer & network security,http://www.traceable.ai,1-May-24,Venture - Series Unknown,2025-04-14 03:29:10,37
Dodgeball,13,information technology & services,http://www.dodgeballhq.com,1-May-24,Seed,2025-04-14 03:29:10,37
Corelight,290,computer & network security,http://www.corelight.com,30-Apr-24,Series E,2025-04-14 03:29:10,37
Ansa,18,information technology & services,http://www.ansa.dev,30-Apr-24,Series A,2025-04-14 03:29:10,37
Pakal Technologies,8,semiconductors,http://www.pakal-tech.com,30-Apr-24,Venture - Series Unknown,2025-04-14 03:29:10,37
Inhabitr,100,internet,http://www.inhabitr.com,30-Apr-24,Series B,2025-04-14 03:29:10,37
SafeBase,79,information technology & services,http://www.safebase.io,30-Apr-24,Series B,2025-04-14 03:29:10,37
PsiQuantum,280,computer hardware,http://www.psiquantum.com,30-Apr-24,Grant,2025-04-14 03:29:10,37
Surf Bio,4,research,http://www.surf.bio,30-Apr-24,Grant,2025-04-14 03:29:10,37
Seam AI,15,information technology & services,http://www.getseam.ai,30-Apr-24,Seed,2025-04-14 03:29:10,37
Blend,860,information technology & services,http://www.blend.com,29-Apr-24,Private Equity,2025-04-14 03:29:10,37
Taiki,3,0,http://www.taiki.ai,29-Apr-24,Seed,2025-04-14 03:29:10,37
Elisity,79,computer & network security,http://www.elisity.com,29-Apr-24,Series B,2025-04-14 03:29:10,37
Thintronics,9,electrical/electronic manufacturing,http://www.thintronics.com,29-Apr-24,Series A,2025-04-14 03:29:10,37
RevenueCat,86,information technology & services,http://www.revenuecat.com,25-Apr-24,Series C,2025-04-14 03:29:10,37
Movement Labs,19,information technology & services,http://www.movementlabs.xyz,25-Apr-24,Series A,2025-04-14 03:29:10,37
Centro Community Partners,21,nonprofit organization management,http://www.centrocommunity.org,25-Apr-24,Grant,2025-04-14 03:29:10,37
Log10,7,information technology & services,http://www.log10.io,24-Apr-24,Seed,2025-04-14 03:29:10,37
Midi Health,160,hospital & health care,http://www.joinmidi.com,24-Apr-24,Series B,2025-04-14 03:29:10,37
Faura,4,0,http://www.faura.us,24-Apr-24,Pre-Seed,2025-04-14 03:29:19,38
Augment,22,information technology & services,http://www.augmentcode.com,24-Apr-24,Series B,2025-04-14 03:29:19,38
Anon,27,0,http://www.anon.com,24-Apr-24,Seed,2025-04-14 03:29:19,38
Cognition,29,information technology & services,http://www.cognition-labs.com,24-Apr-24,Venture - Series Unknown,2025-04-14 03:29:19,38
Amplifier Security,13,information technology & services,http://www.amplifiersecurity.com,24-Apr-24,Pre-Seed,2025-04-14 03:29:19,38
Clueso,6,information technology & services,http://www.clueso.io,24-Apr-24,Seed,2025-04-14 03:29:19,38
Xaira Therapeutics,0,research,http://www.xaira.com,23-Apr-24,Venture - Series Unknown,2025-04-14 03:29:19,38
Framework,95,electrical/electronic manufacturing,http://www.frame.work,23-Apr-24,Series A,2025-04-14 03:29:19,38
Campus,370,government administration,http://www.campus.edu,23-Apr-24,Series A,2025-04-14 03:29:19,38
Prophet Security,0,computer & network security,http://www.prophet.security,23-Apr-24,Seed,2025-04-14 03:29:19,38
Clarity Pediatrics,15,hospital & health care,http://www.claritypediatrics.com,22-Apr-24,Seed,2025-04-14 03:29:19,38
Pomelo,39,financial services,http://www.pomelo.com,22-Apr-24,Debt Financing,2025-04-14 03:29:19,38
Superinsight,3,0,http://www.superinsight.ai,22-Apr-24,Pre-Seed,2025-04-14 03:29:19,38
Observe,210,information technology & services,http://www.observeinc.com,22-Apr-24,Venture - Series Unknown,2025-04-14 03:29:19,38
Rubedo Life Sciences,27,biotechnology,http://www.rubedolife.com,22-Apr-24,Series A,2025-04-14 03:29:19,38
BuildCasa,11,real estate,http://www.buildcasa.com,19-Apr-24,Seed,2025-04-14 03:29:19,38
XFactor,63,information technology & services,http://www.xfactor.io,18-Apr-24,Series A,2025-04-14 03:29:19,38
Clazar,39,information technology & services,http://www.clazar.io,18-Apr-24,Series A,2025-04-14 03:29:19,38
Verne,25,environmental services,http://www.verneh2.com,18-Apr-24,Seed,2025-04-14 03:29:19,38
Anvilogic,88,computer & network security,http://www.anvilogic.com,17-Apr-24,Series C,2025-04-14 03:29:19,38
Vorlon,25,computer & network security,http://www.vorlonsecurity.com,17-Apr-24,Series A,2025-04-14 03:29:26,39
Quilt,49,machinery,http://www.quilt.com,16-Apr-24,Series A,2025-04-14 03:29:26,39
Powerbroker AI,4,information technology & services,http://www.powerbroker.ai,16-Apr-24,Pre-Seed,2025-04-14 03:29:26,39
Asher Bio,36,research,http://www.asherbio.com,16-Apr-24,Series C,2025-04-14 03:29:26,39
Rivos,320,computer hardware,http://www.rivosinc.com,16-Apr-24,Series A,2025-04-14 03:29:26,39
Two Chairs,480,mental health care,http://www.twochairs.com,16-Apr-24,Series C,2025-04-14 03:29:26,39
Ripcord,130,information technology & services,http://www.ripcord.com,16-Apr-24,Venture - Series Unknown,2025-04-14 03:29:26,39
Loft Labs,33,information technology & services,http://www.loft.sh,16-Apr-24,Series A,2025-04-14 03:29:26,39
Common Sense Privacy,6,information technology & services,http://www.commonsenseprivacy.net,15-Apr-24,Venture - Series Unknown,2025-04-14 03:29:26,39
Paraform,110,internet,http://www.paraform.com,15-Apr-24,Seed,2025-04-14 03:29:26,39
Clientell,20,information technology & services,http://www.getclientell.com,15-Apr-24,Seed,2025-04-14 03:29:26,39
Integral Health,3,mental health care,http://www.integralhealth.me,15-Apr-24,Pre-Seed,2025-04-14 03:29:26,39
Writ,3,information technology & services,http://www.writ.so,11-Apr-24,Seed,2025-04-14 03:29:26,39
Simbian,9,computer & network security,http://www.simbian.ai,11-Apr-24,Seed,2025-04-14 03:29:26,39
Anrok,48,information technology & services,http://www.anrok.com,11-Apr-24,Series B,2025-04-14 03:29:26,39
Symbolica AI,10,information technology & services,http://www.symbolica.ai,9-Apr-24,Series A,2025-04-14 03:29:26,39
JARS AI,2,entertainment,http://www.jars.ai,8-Apr-24,Seed,2025-04-14 03:29:26,39
Windfall Bio,25,machinery,http://www.windfall.bio,8-Apr-24,Series A,2025-04-14 03:29:26,39
MODE,49,information technology & services,http://www.tinkermode.com,8-Apr-24,Series B,2025-04-14 03:29:26,39
Varda,96,defense & space,http://www.varda.com,5-Apr-24,Series B,2025-04-14 03:29:26,39
Enable Biosciences,10,research,http://www.enablebiosciences.com,4-Apr-24,Undisclosed,2025-04-14 03:29:34,40
SiMa.ai,180,information technology & services,http://www.sima.ai,4-Apr-24,Series C,2025-04-14 03:29:34,40
Lambda,340,information technology & services,http://www.lambdalabs.com,4-Apr-24,Debt Financing,2025-04-14 03:29:34,40
YonedaLabs,4,research,http://www.yonedalabs.com,4-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Coalesce Automation,85,information technology & services,http://www.coalesce.io,4-Apr-24,Series B,2025-04-14 03:29:34,40
