uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,dba_end_date,location_end_date,lic,lic_code_description,lic_code_descriptions_list,administratively_closed,business_corridor,is_tech_naics,is_tech_name,data_source
1253699-06-201-1114945,1253699-06-201,1114945,Express Sewer & Drain Inc,Express Sewer & Drain Inc.,3300 Fitzgerald Road,Rancho Cordova,CA,95742,2020-06-15T00:00:00.000,2020-06-15T00:00:00.000,,,,,2200-2299 2300-2399,Multiple,Utilities; Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.259063474, 38.582829241]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-10-04T00:00:00.000,2021-10-04T00:00:00.000,,,,,,False,True,DataSF
1253862-06-201-1115011,1253862-06-201,1115011,"Auraia, Inc.",Auraia,660 4th St Ste 433,San Francisco,CA,94107,2020-06-15T00:00:00.000,2020-06-15T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.39559, 37.777239]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-12-31T00:00:00.000,2023-12-31T00:00:00.000,,,,,,False,True,DataSF
1253777-06-201-1114978,1253777-06-201,1114978,Christina Collins,Chrissy Collins Hair,2848 N Webster Ave,San Francisco,CA,94123,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,,,,,,,,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.433716, 37.79683]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-06-30T00:00:00.000,2023-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1255435-07-201-1115639,1255435-07-201,1115639,Ddb Ventures LLC,Ddb Ventures LLC,196 Mendell St,San Francisco,CA,94124,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,,,,,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.383944, 37.742607]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1277393-05-211-1097665,1277393-05-211,1097665,Dessy Evdosie,Dessy Evdosie Hair Studio,1327 Chestnut St Ste 8,San Francisco,CA,94123,2019-01-31T00:00:00.000,2020-06-16T00:00:00.000,6631 Lincoln Ave,El Cerrito,94530,CA,8100-8139,Certain Services,Certain Services,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.4255015, 37.801971]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2023-10-25T00:00:00.000,,,,,,False,True,DataSF
1253920-06-201-1115040,1253920-06-201,1115040,Sandy Donnelly,Sunflower Ventures,51 Tucker Ave,San Francisco,CA,94134,2020-06-17T00:00:00.000,2020-06-17T00:00:00.000,51 Tucker Ave,San Francisco,94134,CA,,,,False,False,10,Visitacion Valley,"{'type': 'Point', 'coordinates': [-122.4046485, 37.715283]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1254588-06-201-1115298,1254588-06-201,1115298,Scale Ai Government Inc,"Scale Ai Government, Inc.",303 2nd Street (South Tower) Fl 5,San Francisco,CA,94107,2020-06-17T00:00:00.000,2020-06-17T00:00:00.000,155 5th St Fl 6,San Francisco,94103,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.39659024, 37.785480981]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1253910-06-201-1115035,1253910-06-201,1115035,Alvarenga General Contractor & Maintenance,Alvarenga General Contactor & Maintance,18980 Ranier Ave,Hayward,CA,94541,2020-06-17T00:00:00.000,2020-06-17T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.113374035, 37.679057991]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1253844-06-201-1115004,1253844-06-201,1115004,Efren Magat,Jaie Construction,London St,San Francisco,CA,94112,2020-06-17T00:00:00.000,2020-06-17T00:00:00.000,451 2nd Avenue Ave,Redwood City,94063,CA,2300-2399,Construction,Construction,False,False,11,Excelsior,"{'type': 'Point', 'coordinates': [-122.43555, 37.722282]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-06-07T00:00:00.000,,,,,,False,True,DataSF
1253876-06-201-1115018,1253876-06-201,1115018,Norbert Neill Nunag,Code Of Conduct,525 Stockton St 503,San Francisco,CA,94108,2020-06-17T00:00:00.000,2020-06-17T00:00:00.000,650 Florida St Ste G,San Francisco,94110,CA,,,,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.4075105, 37.790739]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2020-09-17T00:00:00.000,,,,,,False,True,DataSF
1253886-06-201-1115023,1253886-06-201,1115023,Danny Louie,Gamsaan Cocktail Co.,2580 3rd St. St,San Francisco,CA,94107,2020-06-17T00:00:00.000,2020-06-17T00:00:00.000,2580 3rd St Apt 8,San Francisco,94107,CA,7220-7229,Food Services,Food Services,False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.3884125, 37.756917]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1258201-08-201-1111676,1258201-08-201,1111676,May Guo,Happy Family Preschool & Daycare,134 Jules Ave,San Francisco,CA,94112,2020-02-12T00:00:00.000,2020-06-18T00:00:00.000,,,,,,,,False,False,11,Oceanview/Merced/Ingleside,"{'type': 'Point', 'coordinates': [-122.460939, 37.720647]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-04-18T00:00:00.000,2023-04-18T00:00:00.000,,,,,,False,True,DataSF
1256007-07-201-1115907,1256007-07-201,1115907,May Guo,Happy Family Preschool And Daycare,134 Jules Ave,San Francisco,CA,94112,2020-06-18T00:00:00.000,2020-06-18T00:00:00.000,,,,,,,,False,False,11,Oceanview/Merced/Ingleside,"{'type': 'Point', 'coordinates': [-122.460939, 37.720647]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-06-18T00:00:00.000,2020-06-18T00:00:00.000,,,,,,False,True,DataSF
1254038-06-201-1058654,1254038-06-201,1058654,Side Inc,Fair Trade Realty,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,2020-06-18T00:00:00.000,580 4th St,San Francisco,94107,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.396967, 37.778499]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1254037-06-201-1058654,1254037-06-201,1058654,Side Inc,Fair Trade Real Estate,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,2020-06-18T00:00:00.000,580 4th St,San Francisco,94107,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.396967, 37.778499]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1255997-07-201-1115901,1255997-07-201,1115901,Changbo Huang,Shapesim Technology,26 7th St,San Francisco,CA,94103,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.412411, 37.780074]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-06-22T00:00:00.000,2020-06-22T00:00:00.000,,,,,Central Market,False,True,DataSF
1255919-07-201-1115849,1255919-07-201,1115849,Changbo Huang,Shapesim Technology,26 7th St,San Francisco,CA,94103,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.412411, 37.780074]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-06-22T00:00:00.000,2020-06-22T00:00:00.000,,,,,Central Market,False,True,DataSF
1254438-06-201-0168329,1254438-06-201,0168329,Bon Appetit Management Co,Bon Appeti @ College,188 Hooper St Fl 1st F,San Francisco,CA,94107,1987-07-01T00:00:00.000,2020-06-22T00:00:00.000,201 Redwood Shores Pkwy Ste 100,Redwood City,94065,CA,,,,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.4004005, 37.767627]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2020-06-26T00:00:00.000,,,,,,False,True,DataSF
1254334-06-201-1115205,1254334-06-201,1115205,"Afffordable 1 Painting, Inc.","Affordable 1 Painting, Inc.",619 Buck Ave Ste A,Vacaville,CA,95688,2020-06-22T00:00:00.000,2020-06-22T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.010362959, 38.354629999]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-06-29T00:00:00.000,2020-06-29T00:00:00.000,,,,,,False,True,DataSF
1281588-07-211-1098495,1281588-07-211,1098495,"Alex Mack, Inc.",Braid,3338 17th St Ste 100,San Francisco,CA,94110,2019-01-01T00:00:00.000,2020-06-23T00:00:00.000,880 Harrison St Ste 201,San Francisco,94107,CA,5100-5199,Information,Information,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4207135, 37.763604]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2023-06-30T00:00:00.000,,,,,,False,True,DataSF
1254372-06-201-1115224,1254372-06-201,1115224,Selena Hershberger,Selena Hershberger Hairdressing,3290 22nd St,San Francisco,CA,94110,2020-06-24T00:00:00.000,2020-06-24T00:00:00.000,1320 Dolores St,San Francisco,94110,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4207, 37.755486]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1254370-06-201-1115223,1254370-06-201,1115223,Pao Kue,Airbnb,66 Cleary Ct Unit 406,San Francisco,CA,94109,2020-06-24T00:00:00.000,2020-06-24T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,2,Western Addition,"{'type': 'Point', 'coordinates': [-122.4269865, 37.784394]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-06-24T00:00:00.000,2020-07-31T00:00:00.000,,,,,,False,True,DataSF
1254511-06-201-1067756,1254511-06-201,1067756,"Uber Technologies, Inc.",Uber Technologies Inc,1455 3rd St,San Francisco,CA,94158,2017-01-01T00:00:00.000,2020-06-25T00:00:00.000,1725 3rd St,San Francisco,94158,CA,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.388786, 37.770066]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,D26,STATION TANKS - ABOVE GROUND,STATION TANKS - ABOVE GROUND,,,False,True,DataSF
1254513-06-201-1067756,1254513-06-201,1067756,"Uber Technologies, Inc.",Uber Technologies Inc,1725 3rd St,San Francisco,CA,94158,2017-01-01T00:00:00.000,2020-06-25T00:00:00.000,1725 3rd St,San Francisco,94158,CA,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.388588, 37.767321]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,D04 D26,Multiple,PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; STATION TANKS - ABOVE GROUND,,,False,True,DataSF
1254434-06-201-1115247,1254434-06-201,1115247,Maia Childrens Books,Maia Childrens Books,1438 43rd Ave.,San Francisco,CA,94122,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,,,,,,,,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.5023435, 37.759824]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-05-25T00:00:00.000,2021-05-25T00:00:00.000,,,,,,False,True,DataSF
1254444-06-201-1112921,1254444-06-201,1112921,Uber Technologies Inc,Uber Technologies Inc,1655 3rd St,San Francisco,CA,94158,2020-03-11T00:00:00.000,2020-06-25T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.3885565, 37.768563]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-03-11T00:00:00.000,,,,,,,False,True,DataSF
1254460-06-201-1067756,1254460-06-201,1067756,"Uber Technologies, Inc.",Uber Technologies Inc,1655 3rd St,San Francisco,CA,94158,2017-01-01T00:00:00.000,2020-06-25T00:00:00.000,1725 3rd St,San Francisco,94158,CA,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.3885565, 37.768563]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,D04 D26,Multiple,PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; STATION TANKS - ABOVE GROUND,,,False,True,DataSF
1254512-06-201-1067756,1254512-06-201,1067756,"Uber Technologies, Inc.",Uber Technologies Inc,1515 3rd St,San Francisco,CA,94158,2017-01-01T00:00:00.000,2020-06-25T00:00:00.000,1725 3rd St,San Francisco,94158,CA,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.3890785, 37.769103]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,D04 D26 D36,Multiple,PLACES OF PUBLIC ASSEMBLY & OPEN-AIR ASSEMBLY; STATION TANKS - ABOVE GROUND; MAINTENANCE OF FIREFIGHTER AIR SYSTEM,,,False,True,DataSF
1254418-06-201-1115240,1254418-06-201,1115240,Coalition For Ethical Technology,Coalition For Ethical Technology,981 Mission St,San Francisco,CA,94103,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,,,,,5100-5199,Information,Information,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.408163, 37.781244]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1254445-06-201-1112921,1254445-06-201,1112921,Uber Technologies Inc,Uber Technologies Inc,1655 3rd St,San Francisco,CA,94158,2020-03-11T00:00:00.000,2020-06-25T00:00:00.000,,,,,5400-5499 7210-7219,Multiple,"Professional, Scientific, and Technical Services; Accommodations",False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.3885565, 37.768563]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-03-11T00:00:00.000,,,,,,,False,True,DataSF
1254518-06-201-1095598,1254518-06-201,1095598,Lauren Burda,Found Hair Studio - Cut,520 Montgomery St Ste 201,San Francisco,CA,94111,2018-01-01T00:00:00.000,2020-06-26T00:00:00.000,19 Gladys St,San Francisco,94110,CA,8100-8139,Certain Services,Certain Services,False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.402835, 37.794159]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1254517-06-201-1069924,1254517-06-201,1069924,Olivia Fadda,Found Hair Studio - Color,520 Montgomery St Ste 201,San Francisco,CA,94111,2017-05-08T00:00:00.000,2020-06-26T00:00:00.000,619 25th Ave 3 Apt,San Francisco,94121,CA,,,,False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.402835, 37.794159]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1290492-11-211-1094762,1290492-11-211,1094762,Datafold Inc,"Datafold, Inc.",2724 Bryant St,San Francisco,CA,94110,2018-10-25T00:00:00.000,2020-06-26T00:00:00.000,,,,,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4092655, 37.750752]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-01-14T00:00:00.000,2022-01-13T00:00:00.000,,,,,,False,True,DataSF
1254706-06-201-1115344,1254706-06-201,1115344,Tetsujin LLC,Kaisen Don,3516 Balboa St,San Francisco,CA,94121,2020-06-29T00:00:00.000,2020-06-29T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.496597, 37.775907]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-10-06T00:00:00.000,2020-10-06T00:00:00.000,,,,,,False,True,DataSF
1261661-10-201-1118110,1261661-10-201,1118110,Brian Miller,Driftwood Marine Repair,310 Bonita St,Sausalito,CA,94965,2020-06-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-122.488360015, 37.858921018]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-01-01T00:00:00.000,2021-01-01T00:00:00.000,,,,,,False,True,DataSF
1280999-06-211-1125709,1280999-06-211,1125709,Blue State Digital Inc,Blue State Digital Inc,175 Greenwich St Fl 31,New York,NY,10007,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,175 Greenwich St 31 Fl,New York,10007,NY,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-74.012118035, 40.711171022]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264600-11-201-1119302,1264600-11-201,1119302,"Numerai Gp, LLC","Numerai Gp, LLC",101 California St Ste 3125,San Francisco,CA,94111,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,10 Funston Ave,San Francisco,94129,CA,5210-5239,Financial Services,Financial Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.398047, 37.793043]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-10-31T00:00:00.000,,,,,,False,True,DataSF
1256301-07-201-1111287,1256301-07-201,1111287,"Ai4 Technologies, Inc.","Ai4 Technologies, Inc.",1 Henry Adams N St Unit 401,San Francisco,CA,94103,2020-02-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,5100-5199,Information,Information,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.403980868, 37.769690214]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-12-30T00:00:00.000,2020-12-30T00:00:00.000,,,,,,False,True,DataSF
1255386-07-201-1115619,1255386-07-201,1115619,Montclair Construction And Structural Inc.,Montclair Construction And Structural Inc.,3871 Piedmont Ave 72,Oakland,CA,94611,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.254951228, 37.82455668]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-12-01T00:00:00.000,2022-12-01T00:00:00.000,,,,,,False,True,DataSF
1258963-08-201-1117074,1258963-08-201,1117074,"Cana Technology, Inc.","Cana Technology, Inc",188 King St Ste 202,San Francisco,CA,94107,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.391655823, 37.778419575]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-11-15T00:00:00.000,2021-11-15T00:00:00.000,,,,,,False,True,DataSF
1256225-07-201-1115990,1256225-07-201,1115990,Shapesim Technology,Shapesim Technology,26 7th St,San Francisco,CA,94103,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,3373 Mission St,San Francisco,94110,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.412411, 37.780074]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,Central Market,False,True,DataSF
1254977-07-201-0475021,1254977-07-201,0475021,Applied Cabinet Technologies,Applied Cabinet,1398 Marin St,San Francisco,CA,94124,2013-01-01T00:00:00.000,2020-07-01T00:00:00.000,1398 Marin St,San Francisco,94124,CA,4200-4299 4400-4599,Multiple,Wholesale Trade; Retail Trade,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3894115, 37.749348]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1275061-04-211-0367981,1275061-04-211,0367981,Frisson Inc,Brainchild Creative,235 Montgomery St Fl 30,San Francisco,CA,94104,2002-01-01T00:00:00.000,2020-07-01T00:00:00.000,44 Montgomery St Ste 1000,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4026415, 37.79145]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2023-12-31T00:00:00.000,,,,,,False,True,DataSF
1274012-04-211-1123108,1274012-04-211,1123108,"Fieldman, Rolapp & Associates, Inc.","Fieldman, Rolapp & Associates, Inc.",1 Sansome St Ste 3500,San Francisco,CA,94104,2020-01-01T00:00:00.000,2020-07-01T00:00:00.000,19900 Macarthur Blvd 1100 Ste,Irvine,92612,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.400954, 37.790487]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1258607-08-201-1116932,1258607-08-201,1116932,Flywheel Technologies Inc.,Flywheel Software,431 Octavia St 8,San Francisco,CA,94102,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,,,,False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.424777, 37.776078]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-07-31T00:00:00.000,2021-08-15T00:00:00.000,,,,,,False,True,DataSF
1256009-07-201-1115908,1256009-07-201,1115908,"Digital Boy, Inc.","Digital Boy, Inc.",3303 Harbor Blvd Ste K4,Costa Mesa,CA,92626,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-117.920994003, 33.692519019]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1276641-04-211-0488331,1276641-04-211,0488331,Miller Starr Regalia,Miller Starr Reglaia,580 California St Fl 12,San Francisco,CA,94104,2013-11-01T00:00:00.000,2020-07-01T00:00:00.000,Po Box P.O. Box 8177,Walnut Creek,94596,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4041535, 37.792971]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,Chinatown,False,True,DataSF
1255841-07-201-1115810,1255841-07-201,1115810,Comfort Air Conditioning And Heating,Camfort Air Conditioning And Heating,26655 N Call Ave,Hayward,CA,94542,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,8100-8139,Certain Services,Certain Services,False,False,,,"{'type': 'Point', 'coordinates': [-122.045725036, 37.657311981]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-02-01T00:00:00.000,2021-02-01T00:00:00.000,,,,,,False,True,DataSF
1258127-08-201-1078042,1258127-08-201,1078042,Delta Federation,Hawaii Herb Co.,765 Pennsylvania Ave,San Francisco,CA,94107,2017-04-20T00:00:00.000,2020-07-01T00:00:00.000,765 Pennsylvania Ave,San Francisco,94107,CA,3100-3399 4200-4299 4400-4599,Multiple,Manufacturing; Wholesale Trade; Retail Trade,False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.392764, 37.756413]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1256599-07-201-1116143,1256599-07-201,1116143,San Francisco Heavy Equipment Repair Inc,San Francisco Heavy Equipment Repair Inc,1775 Egbert Ave,San Francisco,CA,94124,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,21 Oakmont Dr,Daly City,94015,CA,,,,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.398749, 37.726551]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1278210-05-211-1124647,1278210-05-211,1124647,Kevin J. Guilliam Truck Repair,Kevin J. Guilliam Truck Repair,2700 S St,Sacramento,CA,95816,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,8100-8139,Certain Services,Certain Services,False,False,,,"{'type': 'Point', 'coordinates': [-121.47475767, 38.564024357]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,,False,True,DataSF
1278212-05-211-1124648,1278212-05-211,1124648,Kevin Guilliam,Kevin J. Guilliam Truck Repair,2700 S St,Sacramento,CA,95816,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,2700 S St,Sacramento,95816,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-121.47475767, 38.564024357]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1254875-07-201-1115414,1254875-07-201,1115414,Muhammad Shafie Bin Mukhre,Bumi Technologies,2000 Post St Apt 352,San Francisco,CA,94115,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,5,Japantown,"{'type': 'Point', 'coordinates': [-122.4356355, 37.785231]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-01-03T00:00:00.000,2021-01-03T00:00:00.000,,,,,,False,True,DataSF
1314323-09-221-1069701,1314323-09-221,1069701,"Kearny Venture Capital II, LLC","Kearny Venture Capital II, LLC",1 Embarcadero Ctr Ste 2100,San Francisco,CA,94111,2015-03-15T00:00:00.000,2020-07-01T00:00:00.000,4 Embarcadero Ctr Ste 2100,San Francisco,94111,CA,,,,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.38840628, 37.781864829]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1254738-07-201-1115353,1254738-07-201,1115353,Jeff Haviken,Med Ventures,2285 Broadway St Apt 6,San Francisco,CA,94115,2020-07-01T00:00:00.000,2020-07-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.434612431, 37.794281759]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-01-05T00:00:00.000,2021-08-20T00:00:00.000,,,,,,False,True,DataSF
