uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,business_corridor,location_end_date,dba_end_date
1377924-01-251-1165354,1377924-01-251,1165354,What The Shuck SF,What The Shuck SF,166 Geary St Ste 1500,San Francisco,CA,94108,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,166 Geary St Ste 1500,San Francisco,94108,CA,7220-7229,Food Services,Food Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4061335, 37.787769]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377958-01-251-1165368,1377958-01-251,1165368,Future Flooring Group,C&S Flooring Systems,1001 S 5th St,San Jose,CA,95112,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,1001 S 5th St,San Jose,95112,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.875187085, 37.322719399]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378166-01-251-1165456,1378166-01-251,1165456,Viliami Tuakalau,Barney,1740 Larkin St,San Francisco,CA,94109,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,2053 Jonesport Ave,San Jose,95131,CA,2300-2399,Construction,Construction,False,False,3,Russian Hill,"{'type': 'Point', 'coordinates': [-122.41944, 37.79406]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2025-01-09T00:00:00.000,
1378244-01-251-1165492,1378244-01-251,1165492,"Housh Tax Law, A.P. C.","Housh Tax Law, A.P. C.",802 Montgomery St,San Francisco,CA,94133,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,11760 San Pablo Ave Unit 203,El Cerrito,94530,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.4033345, 37.796598]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377912-01-251-1165349,1377912-01-251,1165349,Knko LLC,Knko,2021 Fillmore St Ste 2246,San Francisco,CA,94115,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,2021 Fillmore St Ste 2246,San Francisco,94115,CA,4400-4599 5300-5399 6100-6299 7100-7199 8100-8139,Multiple,"Retail Trade; Real Estate and Rental and Leasing Services; Private Education and Health Services; Arts, Entertainment, and Recreation; Certain Services",False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.4339885, 37.788219]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378169-01-251-1165456,1378169-01-251,1165456,Viliami Tuakalau,Aaa Builders,2053 Jonesport Ave,San Jose,CA,95131,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,2053 Jonesport Ave,San Jose,95131,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.86853814, 37.381294359]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377975-01-251-1165375,1377975-01-251,1165375,Amanda Cazimi Np,Amanda Cazimi Np,1501 Clement St,San Francisco,CA,94118,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,1501 Clement St,San Francisco,94118,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.475483, 37.782342]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377896-01-251-1165341,1377896-01-251,1165341,Mo Tattoo LLC,Mo Tattoo,1155 Valencia St Ste B,San Francisco,CA,94110,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,745 Rockaway Beach Ave,Pacifica,94044,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4205335, 37.754397]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378096-01-251-1165427,1378096-01-251,1165427,Annette Oswald,From The Root Transformative Education,5758 Geary Blvd # 131,San Francisco,CA,94121,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,5758 Geary Blvd # 131,San Francisco,94121,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.4813825, 37.78056]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Geary Boulevard,,
1380653-02-251-1166542,1380653-02-251,1166542,Zoe Presnick,The Singing Chef SF,999 16th St Apt 2,San Francisco,CA,94107,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,999 16th St Apt 2,San Francisco,94107,CA,,,,False,False,10,Mission Bay,"{'type': 'Point', 'coordinates': [-122.396571, 37.766205]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377758-01-251-1165281,1377758-01-251,1165281,Steps Of Rome LLC,Steps Of Rome Trattoria,401 Columbus Ave,San Francisco,CA,94133,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,250 Columbus Ave Ste 200,San Francisco,94133,CA,7220-7229,Food Services,Food Services,False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.408568, 37.798884]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378540-01-251-1165621,1378540-01-251,1165621,Medspo Solutions LLC,Medspo Solutions,166 Geary St. Ste 1500 #2557,San Francisco,CA,94108,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,166 Geary St. Ste 1500 2557,San Francisco,94108,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4061335, 37.787769]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380914-02-251-1166661,1380914-02-251,1166661,Xilyz LLC,Xilyz LLC,351 Turk St Apt 219,San Francisco,CA,94102,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,351 Turk St Apt 219,San Francisco,94102,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.414796, 37.782612]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379086-01-251-1165866,1379086-01-251,1165866,A Taylor Made Window Inc,Replacement Window Pros,5327 Jacuzzi St Ste 3g,Richmond,CA,94804,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,4631 Whitesands Ct,El Sobrante,94803,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.310278771, 37.898980355]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377833-01-251-1165315,1377833-01-251,1165315,Javier Chalini Graphic Arts,Javier Chalini Graphic Arts,15 Rutland St,San Francisco,CA,94134,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,15 Rutland St,San Francisco,94134,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,10,Visitacion Valley,"{'type': 'Point', 'coordinates': [-122.404932, 37.717659]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377791-01-251-1165296,1377791-01-251,1165296,Camp Scamp,Camp Scamp,2786 42nd Ave,San Francisco,CA,94116,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,2786 42nd Ave,San Francisco,94116,CA,5100-5199,Information,Information,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.4995805, 37.735074]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377785-01-251-1165293,1377785-01-251,1165293,Dania Elena,Elena's Cleaning Services,1644 Palou Ave Apt B,San Francisco,CA,94124,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,1644 Palou Ave Apt B,San Francisco,94124,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3917065, 37.734732]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377835-01-251-1165316,1377835-01-251,1165316,630 Management LLC,630 Management LLC,630 40th Ave,San Francisco,CA,94121,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,630 40th Ave,San Francisco,94121,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,True,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.5003005, 37.776825]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378492-01-251-1165601,1378492-01-251,1165601,Ian P. Lawes & Associates,Ian P. Lawes & Associates,3807 Brilliant Dr Bldg,Los Angeles,CA,90065,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,3807 Brilliant Dr,Glassel Park Los Angeles,90065,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-118.227109657, 34.11319161]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377761-01-251-1165282,1377761-01-251,1165282,Daniel G Elghousaen,Frank's Golden Slice,1633 California St Apt 110,San Francisco,CA,94109,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,1633 California St Apt 110,San Francisco,94109,CA,7220-7229,Food Services,Food Services,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.4211455, 37.790217]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2025-01-28T00:00:00.000,
1377755-01-251-1165280,1377755-01-251,1165280,Cohnreznick Llp,Cohnreznick Llp,14 Sylvan Way Ste 3,Parsippany,NJ,7054,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,14 Sylvan Way Fl 3,Parsippany,07054,NJ,5210-5239,Financial Services,Financial Services,False,False,,,"{'type': 'Point', 'coordinates': [-74.440414512, 40.846692063]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377808-01-251-1165303,1377808-01-251,1165303,James Mayfield,Dodirty's Security And Maintenance,60 29th St 412,San Francisco,CA,94110,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,60 29th St 412,San Francisco,94110,CA,,,,False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.42169, 37.744146]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Mission Street,,
1377796-01-251-1165298,1377796-01-251,1165298,Giovanni Lazzaro,Gwl Bookkeeping,2060 Golden Gate Ave,San Francisco,CA,94115,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,2060 Golden Gate Ave,San Francisco,94115,CA,,,,False,False,2,Lone Mountain/USF,"{'type': 'Point', 'coordinates': [-122.444496, 37.778085]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377860-01-251-1165326,1377860-01-251,1165326,Nancy Vazquez,Bayside Cleaning Co,8300 Oceanview Ter Apt 207,San Francisco,CA,94132,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,8300 Oceanview Ter Apt 207,San Francisco,94132,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,7,Oceanview/Merced/Ingleside,"{'type': 'Point', 'coordinates': [-122.466955729, 37.710199165]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377787-01-251-1165294,1377787-01-251,1165294,Cortez Gunter,Cortez Gunter,One Embarcadero Ctr,San Francisco,CA,94111,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,7601 Outlook Ave,Oakland,94605,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.38840628, 37.781864829]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377763-01-251-1165283,1377763-01-251,1165283,Luminarie LLC,Luminarie LLC,260 Bay St Apt 2408,San Francisco,CA,94133,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,260 Bay St Apt 2408,San Francisco,94133,CA,8100-8139,Certain Services,Certain Services,False,False,3,North Beach,"{'type': 'Point', 'coordinates': [-122.4115875, 37.806354]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377780-01-251-1165291,1377780-01-251,1165291,G&F Inc,K&M Market,455 Ellis St,San Francisco,CA,94102,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,455 Ellis St,San Francisco,94102,CA,4400-4599,Retail Trade,Retail Trade,False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.413653, 37.784475]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379229-01-251-1165282,1379229-01-251,1165282,Daniel G Elghousaen,Frank's Golden Slice,2221 Polk St,San Francisco,CA,94109,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,1633 California St Apt 110,San Francisco,94109,CA,7220-7229,Food Services,Food Services,False,False,3,Russian Hill,"{'type': 'Point', 'coordinates': [-122.4222975, 37.797165]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377915-01-251-1165350,1377915-01-251,1165350,"Hero Safety, Inc.",Hero Safety,660 4th St,San Francisco,CA,94107,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,660 4th St,San Francisco,94107,CA,5100-5199,Information,Information,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.39559, 37.777239]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377789-01-251-1165295,1377789-01-251,1165295,David Turner,Turner Electric,55 Valle Vista Ave Apt 702,Vallejo,CA,94590,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,55 Valle Vista Ave Apt 702,Vallejo,94590,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.257329953, 38.119208365]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377844-01-251-1165319,1377844-01-251,1165319,Ruslana Kutakhina,Sf Volleybase,476 39th Ave Apt A,San Francisco,CA,94121,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,476 39th Ave Apt A,San Francisco,94121,CA,,,,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.4994545, 37.779957]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378184-01-251-1165463,1378184-01-251,1165463,Jason Huang,Jason Huang,631 Kansas St,San Francisco,CA,94107,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,631 Kansas St,San Francisco,94107,CA,7210-7219,Accommodations,Accommodations,False,True,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.4029475, 37.761705]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377828-01-251-1165313,1377828-01-251,1165313,Perfect 8th Conservatory Of Music,Perfect 8th Conservatory Of Music,155 Harold Ave,San Francisco,CA,94112,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,155 Harold Ave,San Francisco,94112,CA,,,,False,False,11,Oceanview/Merced/Ingleside,"{'type': 'Point', 'coordinates': [-122.453406, 37.721052]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378570-01-251-1165633,1378570-01-251,1165633,"Russ Sharkey Psychotherapy, A Marriage And Family Therapy Corpor",Russ Sharkey Psychotherapy,533 A Castro St,San Francisco,CA,94114,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,533a Castro St,San Francisco,94114,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.434605, 37.760319]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Market/Castro,,
1377830-01-251-1165314,1377830-01-251,1165314,Fruitful Dreams,Fruitful Dreams,772 Jackson St,San Francisco,CA,94133,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,,,,,,,,False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.4078075, 37.796148]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Chinatown,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000
1377858-01-251-1165325,1377858-01-251,1165325,Jenny Shujiao Wu,W & L Service,1315 Cayuga Ave,San Francisco,CA,94112,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,1315 Cayuga Ave,San Francisco,94112,CA,,,,False,False,11,Outer Mission,"{'type': 'Point', 'coordinates': [-122.443686, 37.718631]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378710-01-251-1165696,1378710-01-251,1165696,"Mbl & Sons, Inc","Mbl & Sons, Inc",16264 Church St Ste 100,Morgan Hill,CA,95037,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,16264 Church St Ste 100,Morgan Hill,95037,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.642507129, 37.117878761]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377927-01-251-1165355,1377927-01-251,1165355,"Mbl & Sons, Inc.","Mbl & Sons, Inc.",16264 Church St Ste 100,Morgan Hill,CA,95037,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,16264 Church St Ste 100,Morgan Hill,95037,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.642507129, 37.117878761]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377810-01-251-1165304,1377810-01-251,1165304,John Paul Strand,Strand/Istock,521 Green St Apt 15,San Francisco,CA,94133,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,,,,,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,3,North Beach,"{'type': 'Point', 'coordinates': [-122.407722, 37.799388]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,North Beach,2025-01-27T00:00:00.000,2025-01-27T00:00:00.000
1377818-01-251-1165308,1377818-01-251,1165308,Fullmoon Gift & More Inc,Fullmoon Gift & More Inc,258 Taylor St,San Francisco,CA,94102,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,258 Taylor St,San Francisco,94102,CA,4400-4599,Retail Trade,Retail Trade,False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.410908, 37.784907]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Central Market,,
1378688-01-251-1165687,1378688-01-251,1165687,"Buena Vista Construction Group, Inc","Buena Vista Construction Group, Inc",14958 Venado Dr,Rancho Murieta,CA,95683,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,14958 Venado Dr,Rancho Murieta,95683,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.089260532, 38.512470247]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377820-01-251-1165309,1377820-01-251,1165309,Gateway Mountain Center,Gateway Mountain Center,3221 20th St,San Francisco,CA,94110,2025-01-08T00:00:00.000,2025-01-08T00:00:00.000,3221 20th St,San Francisco,94110,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4130275, 37.75878]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377691-01-251-1165252,1377691-01-251,1165252,Rachael Gingery,Meant For More Coaching,460 Natoma St Apt 18,San Francisco,CA,94103,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,460 Natoma St Apt 18,San Francisco,94103,CA,8100-8139,Certain Services,Certain Services,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.4071235, 37.780848]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382539-03-251-1167326,1382539-03-251,1167326,Autonomy Bio Inc.,Autonomy Bio Inc.,512 2nd St Fl 3,San Francisco,CA,94107,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,3790 El Camino Real,Palo Alto,94306,CA,,,,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.393592, 37.78272]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377690-01-251-1165250,1377690-01-251,1165250,Yenci Lima,Yenci Lima,1249 Duffy Way,Brentwood,CA,94513,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1249 Duffy Way,Brentwood,94513,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.709942642, 37.933591957]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377717-01-251-1165263,1377717-01-251,1165263,Seegert Construction,Seegert Construction,3098 Industrial Blvd,West Sacramento,CA,95691,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,3098 Industrial Blvd,West Sacramento,95691,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.552213496, 38.571479264]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377689-01-251-1165251,1377689-01-251,1165251,Khalil Ahmari,Ka Construction,5851 Silver Leaf Rd,San Jose,CA,95138,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,5851 Silver Leaf Rd,San Jose,95138,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.779613859, 37.246992969]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1381127-02-251-1166750,1381127-02-251,1166750,Tommaso's Grotto LLC,Tommaso's,1042 Kearny St,San Francisco,CA,94133,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1042 Kearny St,San Francisco,94133,CA,7220-7229,Food Services,Food Services,False,False,3,North Beach,"{'type': 'Point', 'coordinates': [-122.4052155, 37.797786]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380077-02-251-1166309,1380077-02-251,1166309,Natus Sensory Inc,Natus Sensory Inc,50 Commerce Dr,Schaumburg,IL,60173,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,50 Commerce Dr,Schaumburg,60173,IL,5400-5499 5600-5699 6100-6299,Multiple,"Professional, Scientific, and Technical Services; Administrative and Support Services; Private Education and Health Services",False,False,,,"{'type': 'Point', 'coordinates': [-88.077600407, 42.059214698]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377725-01-251-1165266,1377725-01-251,1165266,Mary Muster Beauty,Mary Muster Beauty,1320 Lombard St Apt 501,San Francisco,CA,94109,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1320 Lombard St Apt 501,San Francisco,94109,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Russian Hill,"{'type': 'Point', 'coordinates': [-122.4233145, 37.801746]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377668-01-251-1165242,1377668-01-251,1165242,"Fv Charlie D,Inc.",None,Pier The Embarcadero St,San Francisco,CA,94111,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,2640 Roundhill Cir,Placerville,95667,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377698-01-251-1165255,1377698-01-251,1165255,Marilyn Coyote,Marilyn Coyote Events,1227 Montgomery St,San Francisco,CA,94133,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1227 Montgomery St,San Francisco,94133,CA,7220-7229,Food Services,Food Services,False,False,3,North Beach,"{'type': 'Point', 'coordinates': [-122.4045495, 37.800441]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378623-01-251-1165658,1378623-01-251,1165658,Orange Seeds LLC,Orange Seeds LLC,539 Octavia St Unit 13,San Francisco,CA,94102,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,539 Octavia St Unit 13,San Francisco,94102,CA,,,,False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.424966, 37.777176]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377680-01-251-1165247,1377680-01-251,1165247,Dara Sklar,Ascendra Group,418 A Duncan St #,San Francisco,CA,94131,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,418 Duncan St # A,San Francisco,94131,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377656-01-251-1165238,1377656-01-251,1165238,Nadja Clarke,Nadja's,999 Sutter St,San Francisco,CA,94109,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,45051 Ukiah St Apt 1282,Mendocino,95460,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.416659, 37.788066]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377735-01-251-1165270,1377735-01-251,1165270,Gretchen Hilyard Boyce,Groundwork Preservation LLC,26445 Cape Horn Rd,Colfax,CA,95713,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1514 Po Box,Colfax,95713,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-120.931506493, 39.126681191]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379315-01-251-1165964,1379315-01-251,1165964,Tomagado LLC,Tomagado LLC,143 Connecticut St,San Francisco,CA,94107,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,143 Connecticut St,San Francisco,94107,CA,5400-5499 7100-7199,Multiple,"Professional, Scientific, and Technical Services; Arts, Entertainment, and Recreation",False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.397345, 37.764144]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377695-01-251-1165254,1377695-01-251,1165254,Cynthia Simon,Cynthia Simon,2673 22nd St,San Francisco,CA,94110,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,2673 22nd St,San Francisco,94110,CA,7210-7219,Accommodations,Accommodations,False,True,9,Mission,"{'type': 'Point', 'coordinates': [-122.4080055, 37.755936]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377730-01-251-1165268,1377730-01-251,1165268,Le Joz Eats Inc,Le Joz Eats Inc,21 Drumm St,San Francisco,CA,94111,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,21 Drumm St,San Francisco,94111,CA,7220-7229,Food Services,Food Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.396751, 37.793952]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1381512-02-251-1166902,1381512-02-251,1166902,"Breadbelly B12, Inc.",Breadbelly B12,1408 Clement St,San Francisco,CA,94118,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1408 Clement St,San Francisco,94118,CA,7220-7229,Food Services,Food Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.474412, 37.782756]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377672-01-251-1165243,1377672-01-251,1165243,Julianne Tolson,Julianne Tolson,651 Naples St,San Francisco,CA,94112,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,651 Naples St,San Francisco,94112,CA,4400-4599,Retail Trade,Retail Trade,False,False,11,Excelsior,"{'type': 'Point', 'coordinates': [-122.432751, 37.718379]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379019-01-251-1165835,1379019-01-251,1165835,Paws In Play,Paws In Play,691 Ofarrell St Apt 203,San Francisco,CA,94109,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,691 Ofarrell St Apt 203,San Francisco,94109,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.4159975, 37.785213]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
