uniqueid,business_id,certificate_number,owner,name,address,city,state,zip_code,dba_start_date,founded_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code_x,naic_code_description_x,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,dba_end_date,location_end_date,lic,lic_code_description,lic_code_descriptions_list,administratively_closed,business_corridor,naic_code_y,naic_code_description_y,is_tech,name_contains_tech,data_source,source_file,company_name,founding_year
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Macano Tech, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Primal Paint, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Calpro Construction & Painting,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rc Maintenance Holdings Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,D Air Balance Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,In Place Technology Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Jackdanyels Mobile Car Wash And Detailing,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Premier Hair Solutions,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,T & H Painting Company,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Terrace Biotech, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mantech (Usa) Inc.,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hairsbybren,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Jamila Voltaire,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Eg Painting,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Gb Heating And Air, Inc",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Digital Mobile Innovations LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,D & F Mobile Truck Repair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Alp Construction & Painting Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hair By The Ts Misty,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Taishan Cuisine Second,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Kaili Beauty Nail Salon,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Three Soles Inc. Dba Trainor Builders,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Unsloth Ai,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,A&S Painting And Plastering Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hand Wash Detailing SF,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Maison Au Pont Owners Association,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Linkup Mobile, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Appliance Repair SF,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Happy Junk Truck,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Unsloth Ai Inc.,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,435 Duncan St Airbnb,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Aquatic Technology Pool & Spa,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Taishan Cuisine The 5th One,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Removaldefense.Ai,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Freeman's Heating Air Conditioning & Electrical Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Armored Air Heating & Air Conditioning,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Laila Fernanda Vivas Maline Sarmadi,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Caretech Innovations LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Done Right Heating And Air,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Solis Ai And Data Transformation Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Golden State Training, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Pauls Mobile Detailing Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Solar Tech Collective LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Abigail Edber,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Eckert's Mobile Phones,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Cogent Infotech,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sparkl Sustainable Solutions Dba Sparkl Reusables,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Toc Painting,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,K&K Nail Studio,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mosaic Public Partners LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Clinton Park Airbnb,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Nail Dar,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Marina Auto Detail,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Propel Platform, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Aimee Golant: Metal Art & Judaica,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Luminator Technology Group Global, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Home Front Heating And Air Conditioning Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Flagship Training,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Atlas Voice & Data LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Airbnb,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Eightai Inc.,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Peachy Nails,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Leksi Paints,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Silver Cloud,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Avail Engineering,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Nicolas Protopappas,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Informa Tech LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Quevedo Painting,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Scrubz Apparel Supplies 2024 Unlimited, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sun & Shield Tech Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Daily Accounting Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"So Does Nails, Inc",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Stoic Tech,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Phone & Computer Repair 23rd,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Oui, Si, Hai LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Nailart Fairytale,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Teixeira Training,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Maigane Music,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Clearscope Technology Solutions,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Js Technology Ventures Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sophia Nail Spa,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sinclair Domestic Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Happy Poke,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hairglim Beauty,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Agentbaseai Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Clarity Ai Research Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Golden Bear Heating And Air,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Happy Cozy Rental,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Caia's Cookies, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Omnithink.Ai Inc.,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Caia's Cookies,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Caiye Huang,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Loqi Applications, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Caitlin O'donnell, Psyd, Psychotherapy Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Kino Ai, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Advanced Heating And Air,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Happy Teachers,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Service King Air,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Aimee Duddridge-Picard,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Law Office Of Christy Lai, P.C.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Sunset Painting,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,41x1 Training,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,40x0 Training,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Nail It SF,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Al Aignment Liaison,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Failup Management Advisory Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Susie Thai Massage,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Revic Ai Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Bdo Digital, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,1076 Capp,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Tie Dye By Gail,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Capture Technologies A Division Of Identisys, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Humantech,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,848 Clement Street Tai Hing Books & Gifts,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Expand Power Technologies, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Peerless Digital Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Paratus Ai, Inc",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Ambr Technologies, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,949 Capp,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Deconvolute Ai Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Wastech Corporation,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Heat Technology Products,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Yishai Lerner Consulting,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Js Information Technology Solutions LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Richmond District Jewelry Repair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Cje Heating And Air,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Central Haight Market,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Joannabuksahair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Kailie Barnes,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Diego Data,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Prestige Custom Painting Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Taishan Specialty,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Vista Mobile Urgent Care Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Aidens Quality Painting Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Taishan Restaurant,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Taishan Cuisine,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Ts Nail&Lash LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Liquidmetal Ai, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,T's Nail & Lash Spa,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Made Simple Heating And Air Inc.,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Roundabout Technologies,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Phone Repair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Steps Towards Faith,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Perfect Pairing Trading, LLC.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Cloudxpress,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Amy Tai,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Live Guard Tech LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,The Creation Painting Inc.,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Edgewood Contruction & Home Repair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,General Hvac Electric And Appliance Repair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Hometown Heating & Air,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Gaa Auto Repair And Body Shop,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Trachawk Painting Co,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Whiskertails,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mountain Microgrids,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Dynamic Map Platform North America Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Mb Painting Company,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Quick Fix Garage Door Repair Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Wong Tai Sen Temple & Services Inc,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Zorina Nail Studio,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Riveter Ai, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Oscar Areas Mobile Auto Repair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Organization Technology,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Hydra Technologies, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Nonna App, LLC",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Dariyana Ukrainian Crepes,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Jb Painting,2024.0
